Sl. No.,Regions,State/UT,Sector Category,Category,Stations,Monitored Capacity (MW) - Col (1),Target April` 2023 to March 2024 - Col (2),November` 2023 - Program - Col (3),November` 2023 - Actual - Col (4),November` 2023 - Actual Same Month 2022-23 - Col (5),November` 2023 - % of Program  ( 4/3) - Col (6),November` 2023 - % of Last Year  ( 4/5)- Col (7),April` 2023 to November` 2023 - Program - Col (8),April` 2023 to November` 2023 - Actual - Col (9),April` 2023 to November` 2023 - Actual Same Period 2022-23 - Col (10),April` 2023 to November` 2023 - % of Program ( 9/8) - Col (11),April` 2023 to November` 2023 - % of Last Year ( 9/10) - Col (12),Plant Load Factor ( %) - November` 2023 - Program - Col (13),Plant Load Factor ( %) - November` 2023 - Actual - Col (14),Plant Load Factor ( %) - November 2023 - Actual Same Month 2022-23 - Col (15),Plant Load Factor ( %) - April 2023 to November` 2023 - Program - Col (16),Plant Load Factor ( %) - April` 2023 to November` 2023 - Actual - Col (17),Plant Load Factor ( %) - April` 2023 to November` 2023 - Actual Same Period 2022-23 - Col (18)
687,Southern Region,Tamil Nadu,State Sector,BASIN BRIDGE GT (Liq.),NA,120,0,0,0,0,0,0,0,0,0.83,0,0,NA,NA,NA,NA,NA,NA
688,Southern Region,Tamil Nadu,State Sector,KOVIKALPAL CCPP,NA,107.88,200,16,0,12.81,0,0,135,47.27,104.95,35.01,45.04,NA,NA,NA,NA,NA,NA
689,Southern Region,Tamil Nadu,State Sector,KUTTALAM CCPP,NA,100,450,39,51.69,55.19,132.54,93.66,297,444.33,327.94,149.61,135.49,NA,NA,NA,NA,NA,NA
690,Southern Region,Tamil Nadu,State Sector,VALUTHUR CCPP,NA,186.2,1250,111,46.27,47,41.68,98.45,827,780.66,714.36,94.4,109.28,NA,NA,NA,NA,NA,NA
691,Southern Region,Tamil Nadu,State Sector,TANGEDCO,Natural Gas,514.08,1900,166,97.96,115,59.01,85.18,1259,1272.26,1148.08,101.05,110.82,NA,NA,NA,NA,NA,NA
692,Southern Region,Tamil Nadu,State Sector,State Sector,Natural Gas,514.08,1900,166,97.96,115,59.01,85.18,1259,1272.26,1148.08,101.05,110.82,NA,NA,NA,NA,NA,NA
693,Southern Region,Tamil Nadu,State Sector,ALIYAR HPS,NA,60,130,16,7.96,16.51,49.75,48.21,87,78.42,127.81,90.14,61.36,NA,NA,NA,NA,NA,NA
694,Southern Region,Tamil Nadu,State Sector,BHAWANI BARRAGE-II HPS,NA,30,68,7,2.65,1.63,37.86,162.58,53,48.33,55.47,91.19,87.13,NA,NA,NA,NA,NA,NA
695,Southern Region,Tamil Nadu,State Sector,BHAWANI BARRAGE-III HPS,NA,30,68,7,2.44,14.75,34.86,16.54,53,33.45,54.28,63.11,61.62,NA,NA,NA,NA,NA,NA
696,Southern Region,Tamil Nadu,State Sector,BHAWANI KATTAL,NA,30,36,4,0,46.76,0,0,29,77.5,95.83,267.24,80.87,NA,NA,NA,NA,NA,NA
697,Southern Region,Tamil Nadu,State Sector,KADAMPARI HPS,NA,400,378,48,0,32.68,0,0,256,44.47,130.75,17.37,34.01,NA,NA,NA,NA,NA,NA
698,Southern Region,Tamil Nadu,State Sector,KODAYAR-I HPS,NA,60,10,0,14.02,27.95,0,50.16,0,58.06,170.6,0,34.03,NA,NA,NA,NA,NA,NA
699,Southern Region,Tamil Nadu,State Sector,KODAYAR-II HPS,NA,40,65,9,0,11.42,0,0,42,6.91,70.25,16.45,9.84,NA,NA,NA,NA,NA,NA
700,Southern Region,Tamil Nadu,State Sector,KUNDAH-I HPS,NA,60,212,18,14.6,25.31,81.11,57.68,150,175.18,161.48,116.79,108.48,NA,NA,NA,NA,NA,NA
701,Southern Region,Tamil Nadu,State Sector,KUNDAH-II HPS,NA,175,500,42,42.91,66.44,102.17,64.58,338,457.56,481.86,135.37,94.96,NA,NA,NA,NA,NA,NA
702,Southern Region,Tamil Nadu,State Sector,KUNDAH-III HPS,NA,180,331,30,29.05,43.31,96.83,67.07,236,280.71,303.82,118.94,92.39,NA,NA,NA,NA,NA,NA
703,Southern Region,Tamil Nadu,State Sector,KUNDAH-IV HPS,NA,100,150,13,11.3,11.39,86.92,99.21,103,77.11,134.98,74.86,57.13,NA,NA,NA,NA,NA,NA
704,Southern Region,Tamil Nadu,State Sector,KUNDAH-V HPS,NA,40,40,4,0.12,3.9,3,3.08,29,58.62,34.81,202.14,168.4,NA,NA,NA,NA,NA,NA
705,Southern Region,Tamil Nadu,State Sector,LOWER METTUR-I HPS,NA,30,62,7,0.17,17.25,2.43,0.99,46,48.47,72.36,105.37,66.98,NA,NA,NA,NA,NA,NA
706,Southern Region,Tamil Nadu,State Sector,LOWER METTUR-II HPS,NA,30,62,7,0.17,16.73,2.43,1.02,46,47.21,68.14,102.63,69.28,NA,NA,NA,NA,NA,NA
707,Southern Region,Tamil Nadu,State Sector,LOWER METTUR-III HPS,NA,30,62,7,0.18,15.99,2.57,1.13,46,46.92,63.45,102,73.95,NA,NA,NA,NA,NA,NA
708,Southern Region,Tamil Nadu,State Sector,LOWER METTUR-IV HPS,NA,30,62,7,0.13,12.22,1.86,1.06,46,38.74,48.45,84.22,79.96,NA,NA,NA,NA,NA,NA
709,Southern Region,Tamil Nadu,State Sector,METTUR DAM HPS,NA,50,130,16,0.73,20.68,4.56,3.53,99,69.26,178.25,69.96,38.86,NA,NA,NA,NA,NA,NA
710,Southern Region,Tamil Nadu,State Sector,METTUR TUNNEL HPS,NA,200,301,30,0,103.96,0,0,249,139.2,677.54,55.9,20.54,NA,NA,NA,NA,NA,NA
711,Southern Region,Tamil Nadu,State Sector,MOYAR HPS,NA,36,79,5,5.22,12.86,104.4,40.59,57,63.39,89.26,111.21,71.02,NA,NA,NA,NA,NA,NA
712,Southern Region,Tamil Nadu,State Sector,PAPANASAM HPS,NA,32,120,14,4.31,13.39,30.79,32.19,84,45.99,86.5,54.75,53.17,NA,NA,NA,NA,NA,NA
713,Southern Region,Tamil Nadu,State Sector,PARSON`S VALLEY HPS,NA,30,40,4,0.06,9.39,1.5,0.64,30,21.97,40.95,73.23,53.65,NA,NA,NA,NA,NA,NA
714,Southern Region,Tamil Nadu,State Sector,PERIYAR HPS,NA,161,475,65,30.6,39.87,47.08,76.75,343,193.66,468.43,56.46,41.34,NA,NA,NA,NA,NA,NA
715,Southern Region,Tamil Nadu,State Sector,PYKARA HPS,NA,59.2,35,3,0,3.16,0,0,24,3.07,24.72,12.79,12.42,NA,NA,NA,NA,NA,NA
716,Southern Region,Tamil Nadu,State Sector,PYKARA ULTMATE HPS,NA,150,301,27,15.37,40.78,56.93,37.69,199,215.16,330.38,108.12,65.13,NA,NA,NA,NA,NA,NA
717,Southern Region,Tamil Nadu,State Sector,SARKARPATHY HPS,NA,30,117,14,1.11,6.81,7.93,16.3,73,34.77,65.58,47.63,53.02,NA,NA,NA,NA,NA,NA
718,Southern Region,Tamil Nadu,State Sector,SHOLAYAR HPS (TN),NA,70,300,50,36.91,9.86,73.82,374.34,232,189.25,192.45,81.57,98.34,NA,NA,NA,NA,NA,NA
719,Southern Region,Tamil Nadu,State Sector,SURULIYAR HPS,NA,35,86,10,0,0,0,0,43,1.91,0,4.44,0,NA,NA,NA,NA,NA,NA
720,Southern Region,Tamil Nadu,State Sector,TANGEDCO,Hydro,2178.2,4220,464,220.01,625,47.42,35.2,2993,2555.29,4228.4,85.38,60.43,NA,NA,NA,NA,NA,NA
721,Southern Region,Tamil Nadu,State Sector,State Sector,Hydro,2178.2,4220,464,220.01,625,47.42,35.2,2993,2555.29,4228.4,85.38,60.43,NA,NA,NA,NA,NA,NA
722,Southern Region,Tamil Nadu,Pvt Sector,MUTHIARA TPP,NA,1200,2000,94,364.72,279.98,388,130.27,1283,3603.54,1560.42,280.87,230.93,10.88,42.21,32.41,18.26,51.28,22.21
723,Southern Region,Tamil Nadu,Pvt Sector,CEPL,Coal,1200,2000,94,364.72,279.98,388,130.27,1283,3603.54,1560.42,280.87,230.93,10.88,42.21,32.41,18.26,51.28,22.21
724,Southern Region,Tamil Nadu,Pvt Sector,TUTICORIN (P) TPP,NA,300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
725,Southern Region,Tamil Nadu,Pvt Sector,IBPIL,Coal,300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
726,Southern Region,Tamil Nadu,Pvt Sector,ITPCL TPP,NA,1200,4000,308,555.56,259.8,180.38,213.84,2610,4463.82,1772.99,171.03,251.77,35.65,64.3,30.07,37.14,63.52,25.23
727,Southern Region,Tamil Nadu,Pvt Sector,ITPCL,Coal,1200,4000,308,555.56,259.8,180.38,213.84,2610,4463.82,1772.99,171.03,251.77,35.65,64.3,30.07,37.14,63.52,25.23
728,Southern Region,Tamil Nadu,Pvt Sector,SAMAYANALLUR DG,NA,106,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA
729,Southern Region,Tamil Nadu,Pvt Sector,MADURAI P,Diesel,106,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA
730,Southern Region,Tamil Nadu,Pvt Sector,SAMALPATTI DG,NA,105.7,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA
731,Southern Region,Tamil Nadu,Pvt Sector,SAMALPATI,Diesel,105.7,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA
732,Southern Region,Tamil Nadu,Pvt Sector,TUTICORIN TPP ST-IV,NA,525,2000,176,250.09,0,142.1,0,1326,1963.72,922.46,148.09,212.88,46.56,66.16,0,43.13,63.87,30
733,Southern Region,Tamil Nadu,Pvt Sector,SEPCPPL,Coal,525,2000,176,250.09,0,142.1,0,1326,1963.72,922.46,148.09,212.88,46.56,66.16,0,43.13,63.87,30
734,Southern Region,Tamil Nadu,Pvt Sector,NEYVELI TPS (Z),NA,250,1600,129,105.52,4.05,81.8,2605.43,1078,876.62,985.3,81.32,88.97,71.67,58.62,2.25,73.63,59.88,67.3
735,Southern Region,Tamil Nadu,Pvt Sector,ST-CMSECP,Coal,250,1600,129,105.52,4.05,81.8,2605.43,1078,876.62,985.3,81.32,88.97,71.67,58.62,2.25,73.63,59.88,67.3
736,Southern Region,Tamil Nadu,Pvt Sector,Pvt Sector,Thermal,3686.7,9600,707,1275.89,543.83,180.47,234.61,6297,10907.7,5241.17,173.22,208.12,28.26,50.99,21.74,30.94,53.6,25.76
737,Southern Region,Tamil Nadu,Pvt Sector,KARUPPUR CCPP,NA,119.8,200,16,0,0,0,0,134,0,55.15,0,0,NA,NA,NA,NA,NA,NA
738,Southern Region,Tamil Nadu,Pvt Sector,ABAN POWR,Natural Gas,119.8,200,16,0,0,0,0,134,0,55.15,0,0,NA,NA,NA,NA,NA,NA
739,Southern Region,Tamil Nadu,Pvt Sector,VALANTARVY CCPP,NA,52.8,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA
740,Southern Region,Tamil Nadu,Pvt Sector,PENNA,Natural Gas,52.8,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA
741,Southern Region,Tamil Nadu,Pvt Sector,P.NALLUR CCPP,NA,330.5,100,8,0,0,0,0,67,0,69.11,0,0,NA,NA,NA,NA,NA,NA
742,Southern Region,Tamil Nadu,Pvt Sector,PPNPGCL,Natural Gas,330.5,100,8,0,0,0,0,67,0,69.11,0,0,NA,NA,NA,NA,NA,NA
743,Southern Region,Tamil Nadu,Pvt Sector,Pvt Sector,Natural Gas,503.1,300,24,0,0,0,0,201,0,124.26,0,0,NA,NA,NA,NA,NA,NA
744,Southern Region,Tamil Nadu,Central Sector,NEYVELI ( EXT) TPS,NA,420,3000,269,223.17,283.97,82.96,78.59,1909,1803.25,2078.32,94.46,86.76,88.96,73.8,93.91,77.62,73.32,84.5
745,Southern Region,Tamil Nadu,Central Sector,NEYVELI NEW TPP,NA,1000,6200,140,604.38,573.87,431.7,105.32,3853,4472.8,4999.9,116.09,89.46,19.44,83.94,79.7,65.8,76.38,85.38
746,Southern Region,Tamil Nadu,Central Sector,NEYVELI TPS-II,NA,1470,9100,699,403.25,473.24,57.69,85.21,5916,3523.17,5721.53,59.55,61.58,66.04,38.1,44.71,68.72,40.93,66.47
747,Southern Region,Tamil Nadu,Central Sector,NEYVELI TPS-II EXP,NA,500,2500,236,209.05,89.17,88.58,234.44,1656,1550.82,1446.44,93.65,107.22,65.56,58.07,24.77,56.56,52.97,49.4
748,Southern Region,Tamil Nadu,Central Sector,NLC,Coal,3390,20800,1344,1439.85,1420.25,107.13,101.38,13334,11350.04,14246.19,85.12,79.67,55.06,58.99,58.19,67.17,57.17,71.76
749,Southern Region,Tamil Nadu,Central Sector,VALLUR TPP,NA,1500,9500,800,420.37,874.84,52.55,48.05,6628,5443.53,6224.24,82.13,87.46,74.07,38.92,81,75.46,61.97,70.86
750,Southern Region,Tamil Nadu,Central Sector,NTECL,Coal,1500,9500,800,420.37,874.84,52.55,48.05,6628,5443.53,6224.24,82.13,87.46,74.07,38.92,81,75.46,61.97,70.86
751,Southern Region,Tamil Nadu,Central Sector,NTPL TUTICORIN TPP,NA,1000,7000,638,454.27,310.74,71.2,146.19,4440,3728.94,3736.8,83.99,99.79,88.61,63.09,43.16,75.82,63.68,63.81
752,Southern Region,Tamil Nadu,Central Sector,NTPL,Coal,1000,7000,638,454.27,310.74,71.2,146.19,4440,3728.94,3736.8,83.99,99.79,88.61,63.09,43.16,75.82,63.68,63.81
753,Southern Region,Tamil Nadu,Central Sector,Central,Thermal,5890,37300,2782,2314.49,2605.83,83.2,88.82,24402,20522.51,24207.23,84.1,84.78,65.6,54.58,61.45,70.75,59.5,70.18
754,Southern Region,Tamil Nadu,Central Sector,KUDANKULAM,NA,2000,12071,1239,1463.5,1393.88,118.12,104.99,8548,9033.35,8511.84,105.68,106.13,86.04,101.63,96.8,72.98,77.13,72.68
755,Southern Region,Tamil Nadu,Central Sector,MADRAS A.P.S.,NA,440,1459,120,161.93,163.62,134.94,98.97,963,929.05,1159.07,96.47,80.15,37.88,51.11,51.65,37.37,36.06,44.98
756,Southern Region,Tamil Nadu,Central Sector,NPCIL,Nuclear,2440,13530,1359,1625.43,1557.5,119.6,104.36,9511,9962.4,9670.91,104.75,103.01,77.36,92.52,88.66,66.56,69.72,67.68
757,Southern Region,Tamil Nadu,Central Sector,Central,Nuclear,2440,13530,1359,1625.43,1557.5,119.6,104.36,9511,9962.4,9670.91,104.75,103.01,77.36,92.52,88.66,66.56,69.72,67.68
758,Southern Region,Tamil Nadu,Central Sector,Total,Thermal,13896.7,73550,5286,5675.12,4950.24,107.36,114.64,47832,47674.21,43303.05,99.67,110.09,50.68,57.6,50.24,56.39,59.49,54.03
759,Southern Region,Tamil Nadu,Central Sector,Total,Nuclear,2440,13530,1359,1625.43,1557.5,119.6,104.36,9511,9962.4,9670.91,104.75,103.01,77.36,92.52,88.66,66.56,69.72,67.68
760,Southern Region,Tamil Nadu,Central Sector,Total,Natural Gas,1017.18,2200,190,97.96,115,51.56,85.18,1460,1272.26,1272.34,87.14,99.99,NA,NA,NA,NA,NA,NA
761,Southern Region,Tamil Nadu,Central Sector,Total,Hydro,2178.2,4220,464,220.01,625,47.42,35.2,2993,2555.29,4228.4,85.38,60.43,NA,NA,NA,NA,NA,NA
762,Southern Region,Tamil Nadu,Central Sector,Total,Tamil Nadu,19532.08,93500,7299,7618.52,7247.74,104.38,105.12,61796,61464.16,58474.7,99.46,105.11,NA,NA,NA,NA,NA,NA
763,Southern Region,Telangana,State Sector,SINGARENI TPP,NA,1200,9000,752,621.95,830.35,82.71,74.9,5967,5932.77,6385.86,99.43,92.9,87.04,71.98,96.11,84.91,84.43,90.87
764,Southern Region,Telangana,State Sector,SCCL,Coal,1200,9000,752,621.95,830.35,82.71,74.9,5967,5932.77,6385.86,99.43,92.9,87.04,71.98,96.11,84.91,84.43,90.87
765,Southern Region,Telangana,State Sector,BHADRADRI TPP,NA,1080,6500,547,641.68,493.32,117.31,130.07,4377,4393.36,3753.48,100.37,117.05,70.34,82.52,63.44,69.21,69.47,59.35
766,Southern Region,Telangana,State Sector,KAKATIYA TPS,NA,1100,7700,470,678.9,557.9,144.45,121.69,5293,5408.71,4690.82,102.19,115.3,59.34,85.72,70.44,82.17,83.97,72.82
767,Southern Region,Telangana,State Sector,KOTHAGUDEM TPS (NEW),NA,1000,7400,547,452.99,599.55,82.81,75.55,4766,4624.27,4679.74,97.03,98.81,75.97,62.92,83.27,81.39,78.97,79.91
768,Southern Region,Telangana,State Sector,KOTHAGUDEM TPS (STAGE-7),NA,800,6000,502,335.22,368.89,66.78,90.87,3967,3996.49,2313.59,100.74,172.74,87.15,58.2,64.04,84.68,85.31,49.39
769,Southern Region,Telangana,State Sector,RAMAGUNDEM-B TPS,NA,62.5,420,36,22.14,20.77,61.5,106.6,270,163.34,192.16,60.5,85,80,49.2,46.16,73.77,44.63,52.5
770,Southern Region,Telangana,State Sector,YADADRI TPS,NA,0,4700,507,0,0,0,0,1929,0,0,0,0,0,0,0,0,0,0
771,Southern Region,Telangana,State Sector,TSGENCO,Coal,4042.5,32720,2609,2130.93,2040.43,81.68,104.44,20602,18586.17,15629.79,90.22,118.92,72.22,73.21,70.1,78.88,78.51,66.02
772,Southern Region,Telangana,State Sector,State Sector,Thermal,5242.5,41720,3361,2752.88,2870.78,81.91,95.89,26569,24518.94,22015.65,92.28,111.37,75.61,72.93,76.06,80.26,79.87,71.71
773,Southern Region,Telangana,State Sector,LOWER JURALA HPS,NA,240,320,45,0.36,33.9,0.8,1.06,300,111.17,429.79,37.06,25.87,NA,NA,NA,NA,NA,NA
774,Southern Region,Telangana,State Sector,NAGARJUN SGR HPS,NA,815.6,1400,92,27.45,260.9,29.84,10.52,1246,347.19,2096.52,27.86,16.56,NA,NA,NA,NA,NA,NA
775,Southern Region,Telangana,State Sector,NAGARJUN SGR LBC HPS,NA,60,69,12,0,23.6,0,0,52,0,86.53,0,0,NA,NA,NA,NA,NA,NA
776,Southern Region,Telangana,State Sector,POCHAMPAD HPS,NA,36,60,5,1.74,7.4,34.8,23.51,37,51.42,100.05,138.97,51.39,NA,NA,NA,NA,NA,NA
777,Southern Region,Telangana,State Sector,PRIYADARSHNI JURALA HPS,NA,234,320,40,0,29.1,0,0,300,101.15,452.57,33.72,22.35,NA,NA,NA,NA,NA,NA
778,Southern Region,Telangana,State Sector,PULICHINTALA HPS,NA,120,200,30,8.99,46.7,29.97,19.25,165,95.77,247.66,58.04,38.67,NA,NA,NA,NA,NA,NA
779,Southern Region,Telangana,State Sector,SRISAILAM LB HPS,NA,900,1600,95,17.23,180.7,18.14,9.54,1292,270.33,1955.29,20.92,13.83,NA,NA,NA,NA,NA,NA
780,Southern Region,Telangana,State Sector,TSGENCO,Hydro,2405.6,3969,319,55.77,582.3,17.48,9.58,3392,977.03,5368.41,28.8,18.2,NA,NA,NA,NA,NA,NA
781,Southern Region,Telangana,State Sector,State Sector,Hydro,2405.6,3969,319,55.77,582.3,17.48,9.58,3392,977.03,5368.41,28.8,18.2,NA,NA,NA,NA,NA,NA
782,Southern Region,Telangana,Central Sector,RAMAGUNDEM STPS,NA,2600,20150,1552,1306.34,1179.96,84.17,110.71,13578,11003.83,10361.38,81.04,106.2,82.91,69.78,63.03,89.18,72.27,68.05
783,Southern Region,Telangana,Central Sector,TELANGANA STPP PH-1,NA,800,7000,654,274.41,0,41.96,0,4352,781.23,0,17.95,0,59.72,47.64,0,60.66,44.71,0
784,Southern Region,Telangana,Central Sector,NTPC Ltd.,Coal,3400,27150,2206,1580.75,1179.96,71.66,133.97,17930,11785.06,10361.38,65.73,113.74,77.45,64.57,63.03,82.47,69.43,68.05
785,Southern Region,Telangana,Central Sector,Central,Thermal,3400,27150,2206,1580.75,1179.96,71.66,133.97,17930,11785.06,10361.38,65.73,113.74,77.45,64.57,63.03,82.47,69.43,68.05
786,Southern Region,Telangana,Central Sector,Total,Thermal,8642.5,68870,5567,4333.63,4050.74,77.84,106.98,44499,36304,32377.03,81.58,112.13,76.33,69.64,71.74,81.13,76.15,70.5
787,Southern Region,Telangana,Central Sector,Total,Natural Gas,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA
788,Southern Region,Telangana,Central Sector,Total,Hydro,2405.6,3969,319,55.77,582.3,17.48,9.58,3392,977.03,5368.41,28.8,18.2,NA,NA,NA,NA,NA,NA
789,Southern Region,Telangana,Central Sector,Total,Telangana,11048.1,72839,5886,4389.4,4633.04,74.57,94.74,47891,37281.03,37745.44,77.85,98.77,NA,NA,NA,NA,NA,NA
790,Eastern Region,Andman and Nicobar Islands,State Sector,AND. NICOBAR DG,NA,57.52,69,6,6.29,6.9,104.83,91.16,47,58.83,70.03,125.17,84.01,NA,NA,NA,NA,NA,NA
791,Eastern Region,Andman and Nicobar Islands,State Sector,A&N ADM,Diesel,57.52,69,6,6.29,6.9,104.83,91.16,47,58.83,70.03,125.17,84.01,NA,NA,NA,NA,NA,NA
792,Eastern Region,Andman and Nicobar Islands,State Sector,State Sector,Thermal,57.52,69,6,6.29,6.9,104.83,91.16,47,58.83,70.03,125.17,84.01,NA,NA,NA,NA,NA,NA
793,Eastern Region,Andman and Nicobar Islands,State Sector,AND. NICOBAR Pvt. DG,NA,35.19,41,4,21.63,18.11,540.75,119.44,28,164.36,37.5,587,438.29,NA,NA,NA,NA,NA,NA
794,Eastern Region,Andman and Nicobar Islands,State Sector,A&N ADM,Diesel,35.19,41,4,21.63,18.11,540.75,119.44,28,164.36,37.5,587,438.29,NA,NA,NA,NA,NA,NA
795,Eastern Region,Andman and Nicobar Islands,Pvt Sector,Pvt Sector,Thermal,35.19,41,4,21.63,18.11,540.75,119.44,28,164.36,37.5,587,438.29,NA,NA,NA,NA,NA,NA
796,Eastern Region,Andman and Nicobar Islands,Pvt Sector,Total,Thermal,92.71,110,10,27.92,25.01,279.2,111.64,75,223.19,107.53,297.59,207.56,NA,NA,NA,NA,NA,NA
797,Eastern Region,Andman and Nicobar Islands,Pvt Sector,Total,Natural Gas,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA
798,Eastern Region,Andman and Nicobar Islands,Pvt Sector,Total,Andman and Nicobar Islands,92.71,110,10,27.92,25.01,279.2,111.64,75,223.19,107.53,297.59,207.56,NA,NA,NA,NA,NA,NA
799,Eastern Region,Bihar,Central Sector,NABINAGAR TPP,NA,1000,6700,583,629.81,627.36,108.03,100.39,4485,4650.81,4642.44,103.7,100.18,80.97,87.47,87.13,76.59,79.42,79.28
800,Eastern Region,Bihar,Central Sector,BRBCL,Coal,1000,6700,583,629.81,627.36,108.03,100.39,4485,4650.81,4642.44,103.7,100.18,80.97,87.47,87.13,76.59,79.42,79.28
801,Eastern Region,Bihar,Central Sector,MUZAFFARPUR TPS,NA,390,3000,262,246.31,273.43,94.01,90.08,1934,2028.59,1918.18,104.89,105.76,93.3,87.72,97.38,84.68,88.82,83.99
802,Eastern Region,Bihar,Central Sector,K.B.U.N.L,Coal,390,3000,262,246.31,273.43,94.01,90.08,1934,2028.59,1918.18,104.89,105.76,93.3,87.72,97.38,84.68,88.82,83.99
803,Eastern Region,Bihar,Central Sector,NABINAGAR STPP,NA,1980,14200,1212,1284.96,961.65,106.02,133.62,9007,10338.01,8390.78,114.78,123.21,85.02,90.13,67.46,77.68,89.16,78.32
804,Eastern Region,Bihar,Central Sector,NPGCL,Coal,1980,14200,1212,1284.96,961.65,106.02,133.62,9007,10338.01,8390.78,114.78,123.21,85.02,90.13,67.46,77.68,89.16,78.32
805,Eastern Region,Bihar,Central Sector,BARAUNI TPS,NA,710,3300,282,260.59,321.48,92.41,81.06,2280,2080.91,2327.5,91.27,89.41,55.16,50.98,62.89,54.84,50.05,55.98
806,Eastern Region,Bihar,Central Sector,BARH STPS,NA,2640,17860,1233,1010.42,978.69,81.95,103.24,12284,9400.05,8652.81,76.52,108.64,64.87,53.16,68.65,79.46,67.06,74.63
807,Eastern Region,Bihar,Central Sector,KAHALGAON TPS,NA,2340,17850,1590,1200.36,1376.91,75.49,87.18,12748,10625.62,10614.25,83.35,100.11,94.37,71.25,81.73,93.03,77.54,77.46
808,Eastern Region,Bihar,Central Sector,NTPC Ltd.,Coal,5690,39010,3105,2471.37,2677.08,79.59,92.32,27312,22106.58,21594.56,80.94,102.37,75.79,60.32,73.92,81.97,69.34,73.31
809,Eastern Region,Bihar,Central Sector,BUXAR TPP,NA,0,2000,170,0,0,0,0,820,0,0,0,0,0,0,0,0,0,0
810,Eastern Region,Bihar,Central Sector,SJVNL,Coal,0,2000,170,0,0,0,0,820,0,0,0,0,0,0,0,0,0,0
811,Eastern Region,Bihar,Central Sector,Central,Thermal,9060,64910,5332,4632.45,4539.52,86.88,102.05,43558,39123.99,36545.96,89.82,107.05,79.13,71.01,75.06,80.55,75.8,75.65
812,Eastern Region,Bihar,Central Sector,Total,Thermal,9060,64910,5332,4632.45,4539.52,86.88,102.05,43558,39123.99,36545.96,89.82,107.05,79.13,71.01,75.06,80.55,75.8,75.65
813,Eastern Region,Bihar,Central Sector,Total,Natural Gas,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA
814,Eastern Region,Bihar,Central Sector,Total,Bihar,9060,64910,5332,4632.45,4539.52,86.88,102.05,43558,39123.99,36545.96,89.82,107.05,NA,NA,NA,NA,NA,NA
815,Eastern Region,Jharkhand,State Sector,TENUGHAT TPS,NA,420,2300,201,231.25,226.92,115.05,101.91,1498,1463.12,1750.02,97.67,83.61,66.47,76.47,75.04,60.91,59.49,71.15
816,Eastern Region,Jharkhand,State Sector,TVNL,Coal,420,2300,201,231.25,226.92,115.05,101.91,1498,1463.12,1750.02,97.67,83.61,66.47,76.47,75.04,60.91,59.49,71.15
817,Eastern Region,Jharkhand,State Sector,State Sector,Thermal,420,2300,201,231.25,226.92,115.05,101.91,1498,1463.12,1750.02,97.67,83.61,66.47,76.47,75.04,60.91,59.49,71.15
818,Eastern Region,Jharkhand,State Sector,SUBERNREKHA-I HPS,NA,65,55,4,5.78,1.58,144.5,365.82,45,38.23,87.03,84.96,43.93,NA,NA,NA,NA,NA,NA
819,Eastern Region,Jharkhand,State Sector,SUBERNREKHA-II HPS,NA,65,55,4,5.57,1.59,139.25,350.31,45,36.72,70.99,81.6,51.73,NA,NA,NA,NA,NA,NA
820,Eastern Region,Jharkhand,State Sector,JUUNL,Hydro,130,110,8,11.35,3.17,141.88,358.04,90,74.95,158.02,83.28,47.43,NA,NA,NA,NA,NA,NA
821,Eastern Region,Jharkhand,State Sector,State Sector,Hydro,130,110,8,11.35,3.17,141.88,358.04,90,74.95,158.02,83.28,47.43,NA,NA,NA,NA,NA,NA
822,Eastern Region,Jharkhand,Pvt Sector,MAHADEV PRASAD STPP,NA,540,3700,313,304.41,152.06,97.26,200.19,2411,2404.52,2314.06,99.73,103.91,80.5,78.29,39.11,76.24,76.04,73.18
823,Eastern Region,Jharkhand,Pvt Sector,ADHUNIK,Coal,540,3700,313,304.41,152.06,97.26,200.19,2411,2404.52,2314.06,99.73,103.91,80.5,78.29,39.11,76.24,76.04,73.18
824,Eastern Region,Jharkhand,Pvt Sector,MAITRISHI USHA TPS,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
825,Eastern Region,Jharkhand,Pvt Sector,CPL,Coal,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
826,Eastern Region,Jharkhand,Pvt Sector,MAITHON RB TPP,NA,1050,7400,649,697.94,707.77,107.54,98.61,5180,5418.04,5382.01,104.6,100.67,85.85,92.32,93.62,84.24,88.12,87.53
