Sl. No.,Regions,State,Sector Category,Category,Stations,Monitored Capacity (MW) - Col (1),Target April 2023 to Mach 2024 - Col (2),July` 2023 - Program - Col (3),July` 2023 - Actual - Col (4),July` 2023 - Actual Same Month 2022-23 - Col (5),July` 2023 - % of Program Col. (4/3) - Col (6),July` 2023 - % of Last Year Col. (4/5) - Col (7),April` 2023 to July` 2023 - Program - Col (8),April` 2023 to July` 2023 - Actual - Col (9),April` 2023 to July` 2023 - Actual Same Period 2022-23 - Col (10),April` 2023 to July` 2023 - % of Program Col. (9/8) - Col (11),April` 2023 to July` 2023 - % of Last Year Col. (9/10) - Col (12),Plant Load Factor (%) - July` 2023 - Program - Col (13),Plant Load Factor (%) - July` 2023 - Actual - Col (14),Plant Load Factor (%) - July` 2023 - Actual Same Month 2022-23 - Col (15),Plant Load Factor (%) - April` 2023 to July` 2023 - Program - Col (16),Plant Load Factor (%) - April` 2023 to July` 2023 - Actual - Col (17),Plant Load Factor (%) - April` 2023 to July` 2023 - Actual Same Peroid 2022-23 - Col (18)
689,Southern Region,Tamil Nadu,State Sector,VALUTHUR CCPP,NA,186.2,1250,80,108.97,98.11,136.21,111.07,435,412.81,374.05,94.9,110.36,NA,NA,NA,NA,NA,NA
690,Southern Region,Tamil Nadu,State Sector,TANGEDCO,Natural Gas,514.08,1900,132,177.5,165.01,134.47,107.57,671,676.44,586.86,100.81,115.26,NA,NA,NA,NA,NA,NA
691,Southern Region,Tamil Nadu,State Sector,State Sector,Natural Gas,514.08,1900,132,177.5,165.01,134.47,107.57,671,676.44,586.86,100.81,115.26,NA,NA,NA,NA,NA,NA
692,Southern Region,Tamil Nadu,State Sector,ALIYAR HPS,NA,60,130,16,9.69,21.25,60.56,45.6,33,31.11,46.47,94.27,66.95,NA,NA,NA,NA,NA,NA
693,Southern Region,Tamil Nadu,State Sector,BHAWANI BARRAGE-II HPS,NA,30,68,5,15.67,11.82,313.4,132.57,12,24.89,31.86,207.42,78.12,NA,NA,NA,NA,NA,NA
694,Southern Region,Tamil Nadu,State Sector,BHAWANI BARRAGE-III HPS,NA,30,68,5,13.45,9.84,269,136.69,12,20.23,20.58,168.58,98.3,NA,NA,NA,NA,NA,NA
695,Southern Region,Tamil Nadu,State Sector,BHAWANI KATTAL,NA,30,36,3,13.32,10.21,444,130.46,6,34.82,28.5,580.33,122.18,NA,NA,NA,NA,NA,NA
696,Southern Region,Tamil Nadu,State Sector,KADAMPARI HPS,NA,400,378,40,0,0,0,0,88,44.47,56.73,50.53,78.39,NA,NA,NA,NA,NA,NA
697,Southern Region,Tamil Nadu,State Sector,KODAYAR-I HPS,NA,60,10,0,0,24,0,0,0,0,81.08,0,0,NA,NA,NA,NA,NA,NA
698,Southern Region,Tamil Nadu,State Sector,KODAYAR-II HPS,NA,40,65,5,0,9.1,0,0,9,6.91,27.95,76.78,24.72,NA,NA,NA,NA,NA,NA
699,Southern Region,Tamil Nadu,State Sector,KUNDAH-I HPS,NA,60,212,22,15.34,11.09,69.73,138.32,78,92.67,60.07,118.81,154.27,NA,NA,NA,NA,NA,NA
700,Southern Region,Tamil Nadu,State Sector,KUNDAH-II HPS,NA,175,500,45,45.93,56.41,102.07,81.42,164,238.37,189.2,145.35,125.99,NA,NA,NA,NA,NA,NA
701,Southern Region,Tamil Nadu,State Sector,KUNDAH-III HPS,NA,180,331,30,28.46,36.47,94.87,78.04,118,145.34,118.95,123.17,122.19,NA,NA,NA,NA,NA,NA
702,Southern Region,Tamil Nadu,State Sector,KUNDAH-IV HPS,NA,100,150,13,24.97,41.04,192.08,60.84,49,39.57,56.46,80.76,70.09,NA,NA,NA,NA,NA,NA
703,Southern Region,Tamil Nadu,State Sector,KUNDAH-V HPS,NA,40,40,5,3.55,4.74,71,74.89,13,31.9,12.68,245.38,251.58,NA,NA,NA,NA,NA,NA
704,Southern Region,Tamil Nadu,State Sector,LOWER METTUR-I HPS,NA,30,62,5,14.79,12.8,295.8,115.55,12,24.79,29.71,206.58,83.44,NA,NA,NA,NA,NA,NA
705,Southern Region,Tamil Nadu,State Sector,LOWER METTUR-II HPS,NA,30,62,5,14.4,12.62,288,114.1,12,24.59,27.68,204.92,88.84,NA,NA,NA,NA,NA,NA
706,Southern Region,Tamil Nadu,State Sector,LOWER METTUR-III HPS,NA,30,62,5,14.26,11.7,285.2,121.88,12,24.6,25.46,205,96.62,NA,NA,NA,NA,NA,NA
707,Southern Region,Tamil Nadu,State Sector,LOWER METTUR-IV HPS,NA,30,62,5,11.82,8.76,236.4,134.93,12,20.52,20.02,171,102.5,NA,NA,NA,NA,NA,NA
708,Southern Region,Tamil Nadu,State Sector,METTUR DAM HPS,NA,50,130,14,14.02,30.38,100.14,46.15,32,52.75,77.84,164.84,67.77,NA,NA,NA,NA,NA,NA
709,Southern Region,Tamil Nadu,State Sector,METTUR TUNNEL HPS,NA,200,301,30,52.77,109.25,175.9,48.3,49,89.22,190.64,182.08,46.8,NA,NA,NA,NA,NA,NA
710,Southern Region,Tamil Nadu,State Sector,MOYAR HPS,NA,36,79,9,6.9,11.2,76.67,61.61,34,26.87,38.47,79.03,69.85,NA,NA,NA,NA,NA,NA
711,Southern Region,Tamil Nadu,State Sector,PAPANASAM HPS,NA,32,120,12,7.71,12.84,64.25,60.05,34,8.74,32.52,25.71,26.88,NA,NA,NA,NA,NA,NA
712,Southern Region,Tamil Nadu,State Sector,PARSON`S VALLEY HPS,NA,30,40,4,1.76,16.14,44,10.9,13,1.76,16.66,13.54,10.56,NA,NA,NA,NA,NA,NA
713,Southern Region,Tamil Nadu,State Sector,PERIYAR HPS,NA,161,475,48,25.82,110.62,53.79,23.34,83,42.46,146.35,51.16,29.01,NA,NA,NA,NA,NA,NA
714,Southern Region,Tamil Nadu,State Sector,PYKARA HPS,NA,59.2,35,3,0.63,2.32,21,27.16,11,1.01,2.36,9.18,42.8,NA,NA,NA,NA,NA,NA
715,Southern Region,Tamil Nadu,State Sector,PYKARA ULTMATE HPS,NA,150,301,29,26.98,45.24,93.03,59.64,101,87.99,137.42,87.12,64.03,NA,NA,NA,NA,NA,NA
716,Southern Region,Tamil Nadu,State Sector,SARKARPATHY HPS,NA,30,117,4,0,0,0,0,20,3.76,21.31,18.8,17.64,NA,NA,NA,NA,NA,NA
717,Southern Region,Tamil Nadu,State Sector,SHOLAYAR HPS (TN),NA,70,300,24,1.02,63.45,4.25,1.61,32,1.02,63.45,3.19,1.61,NA,NA,NA,NA,NA,NA
718,Southern Region,Tamil Nadu,State Sector,SURULIYAR HPS,NA,35,86,6,0,0,0,0,7,0,0,0,0,NA,NA,NA,NA,NA,NA
719,Southern Region,Tamil Nadu,State Sector,TANGEDCO,Hydro,2178.2,4220,392,363.26,683.29,92.67,53.16,1046,1120.36,1560.42,107.11,71.8,NA,NA,NA,NA,NA,NA
720,Southern Region,Tamil Nadu,State Sector,State Sector,Hydro,2178.2,4220,392,363.26,683.29,92.67,53.16,1046,1120.36,1560.42,107.11,71.8,NA,NA,NA,NA,NA,NA
721,Southern Region,Tamil Nadu,Pvt Sector,MUTHIARA TPP,NA,1200,2000,192,200.1,101.46,104.22,197.22,761,1628.26,747.59,213.96,217.8,21.51,22.41,11.36,21.66,46.34,21.28
722,Southern Region,Tamil Nadu,Pvt Sector,CEPL,Coal,1200,2000,192,200.1,101.46,104.22,197.22,761,1628.26,747.59,213.96,217.8,21.51,22.41,11.36,21.66,46.34,21.28
723,Southern Region,Tamil Nadu,Pvt Sector,TUTICORIN (P) TPP,NA,300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
724,Southern Region,Tamil Nadu,Pvt Sector,IBPIL,Coal,300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
725,Southern Region,Tamil Nadu,Pvt Sector,ITPCL TPP,NA,1200,4000,330,316.09,151.13,95.78,209.15,1612,2065.85,839.73,128.15,246.01,36.96,35.4,16.93,45.88,58.8,23.9
726,Southern Region,Tamil Nadu,Pvt Sector,ITPCL,Coal,1200,4000,330,316.09,151.13,95.78,209.15,1612,2065.85,839.73,128.15,246.01,36.96,35.4,16.93,45.88,58.8,23.9
727,Southern Region,Tamil Nadu,Pvt Sector,SAMAYANALLUR DG,NA,106,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA
728,Southern Region,Tamil Nadu,Pvt Sector,MADURAI P,Diesel,106,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA
729,Southern Region,Tamil Nadu,Pvt Sector,SAMALPATTI DG,NA,105.7,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA
730,Southern Region,Tamil Nadu,Pvt Sector,SAMALPATI,Diesel,105.7,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA
731,Southern Region,Tamil Nadu,Pvt Sector,TUTICORIN TPP ST-IV,NA,525,2000,71,267.36,165.4,376.56,161.64,703,805.8,570.03,114.62,141.36,18.18,68.45,42.35,45.73,52.42,37.08
732,Southern Region,Tamil Nadu,Pvt Sector,SEPCPPL,Coal,525,2000,71,267.36,165.4,376.56,161.64,703,805.8,570.03,114.62,141.36,18.18,68.45,42.35,45.73,52.42,37.08
733,Southern Region,Tamil Nadu,Pvt Sector,NEYVELI TPS (Z),NA,250,1600,124,149.4,162.01,120.48,92.22,580,592.02,634.88,102.07,93.25,66.67,80.32,87.1,79.23,80.88,86.73
734,Southern Region,Tamil Nadu,Pvt Sector,ST-CMSECP,Coal,250,1600,124,149.4,162.01,120.48,92.22,580,592.02,634.88,102.07,93.25,66.67,80.32,87.1,79.23,80.88,86.73
735,Southern Region,Tamil Nadu,Pvt Sector,Pvt Sector,Thermal,3686.7,9600,717,932.95,580,130.12,160.85,3656,5091.93,2792.23,139.28,182.36,27.73,36.09,22.43,35.93,50.04,27.44
736,Southern Region,Tamil Nadu,Pvt Sector,KARUPPUR CCPP,NA,119.8,200,16,0,7.67,0,0,70,0,28.56,0,0,NA,NA,NA,NA,NA,NA
737,Southern Region,Tamil Nadu,Pvt Sector,ABAN POWR,Natural Gas,119.8,200,16,0,7.67,0,0,70,0,28.56,0,0,NA,NA,NA,NA,NA,NA
738,Southern Region,Tamil Nadu,Pvt Sector,VALANTARVY CCPP,NA,52.8,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA
739,Southern Region,Tamil Nadu,Pvt Sector,PENNA,Natural Gas,52.8,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA
740,Southern Region,Tamil Nadu,Pvt Sector,P.NALLUR CCPP,NA,330.5,100,8,0,0,0,0,35,0,69.11,0,0,NA,NA,NA,NA,NA,NA
741,Southern Region,Tamil Nadu,Pvt Sector,PPNPGCL,Natural Gas,330.5,100,8,0,0,0,0,35,0,69.11,0,0,NA,NA,NA,NA,NA,NA
742,Southern Region,Tamil Nadu,Pvt Sector,Pvt Sector,Natural Gas,503.1,300,24,0,7.67,0,0,105,0,97.67,0,0,NA,NA,NA,NA,NA,NA
743,Southern Region,Tamil Nadu,Central Sector,NEYVELI ( EXT) TPS,NA,420,3000,257,264.58,296.14,102.95,89.34,1081,939.05,1198.18,86.87,78.37,82.25,84.67,94.77,87.9,76.36,97.43
744,Southern Region,Tamil Nadu,Central Sector,NEYVELI NEW TPP,NA,1000,6200,539,597.89,689.97,110.93,86.65,2438,2464.77,2573,101.1,95.79,72.45,80.36,92.74,83.27,84.18,87.88
745,Southern Region,Tamil Nadu,Central Sector,NEYVELI TPS-II,NA,1470,9100,646,383.27,715.8,59.33,53.54,3292,1779.8,3357.48,54.06,53.01,59.07,35.04,65.45,76.48,41.35,78.01
746,Southern Region,Tamil Nadu,Central Sector,NEYVELI TPS-II EXP,NA,500,2500,164,239.46,139.08,146.01,172.17,872,811.95,763.65,93.11,106.32,44.09,64.37,37.39,59.56,55.46,52.16
747,Southern Region,Tamil Nadu,Central Sector,NLC,Coal,3390,20800,1606,1485.2,1840.99,92.48,80.67,7683,5995.57,7892.31,78.04,75.97,63.68,58.89,72.99,77.4,60.4,79.51
748,Southern Region,Tamil Nadu,Central Sector,VALLUR TPP,NA,1500,9500,731,841.73,569.62,115.15,147.77,3510,3184.52,3360.48,90.73,94.76,65.5,75.42,51.04,79.92,72.51,76.51
749,Southern Region,Tamil Nadu,Central Sector,NTECL,Coal,1500,9500,731,841.73,569.62,115.15,147.77,3510,3184.52,3360.48,90.73,94.76,65.5,75.42,51.04,79.92,72.51,76.51
750,Southern Region,Tamil Nadu,Central Sector,NTPL TUTICORIN TPP,NA,1000,7000,615,338.87,511.18,55.1,66.29,2572,1777.11,1939.81,69.09,91.61,82.66,45.55,68.71,87.84,60.69,66.25
751,Southern Region,Tamil Nadu,Central Sector,NTPL,Coal,1000,7000,615,338.87,511.18,55.1,66.29,2572,1777.11,1939.81,69.09,91.61,82.66,45.55,68.71,87.84,60.69,66.25
752,Southern Region,Tamil Nadu,Central Sector,Central,Thermal,5890,37300,2952,2665.8,2921.79,90.3,91.24,13765,10957.2,13192.6,79.6,83.06,67.36,60.83,66.67,79.82,63.54,76.5
753,Southern Region,Tamil Nadu,Central Sector,KUDANKULAM,NA,2000,12071,1108,943.54,1224.39,85.16,77.06,3745,3584.34,4076.06,95.71,87.94,74.46,63.41,82.28,63.95,61.21,69.6
754,Southern Region,Tamil Nadu,Central Sector,MADRAS A.P.S.,NA,440,1459,111,0,169.57,0,0,501,480.88,551.87,95.98,87.14,33.91,0,51.8,38.89,37.33,42.84
755,Southern Region,Tamil Nadu,Central Sector,NPCIL,Nuclear,2440,13530,1219,943.54,1393.96,77.4,67.69,4246,4065.22,4627.93,95.74,87.84,67.15,51.98,76.79,59.43,56.9,64.78
756,Southern Region,Tamil Nadu,Central Sector,Central,Nuclear,2440,13530,1219,943.54,1393.96,77.4,67.69,4246,4065.22,4627.93,95.74,87.84,67.15,51.98,76.79,59.43,56.9,64.78
757,Southern Region,Tamil Nadu,Central Sector,Total,Thermal,13896.7,73550,5574,5346.92,5184.47,95.93,103.13,27249,24541.59,23269.18,90.06,105.47,51.72,52.52,50.92,64.25,61.25,58.07
758,Southern Region,Tamil Nadu,Central Sector,Total,Nuclear,2440,13530,1219,943.54,1393.96,77.4,67.69,4246,4065.22,4627.93,95.74,87.84,67.15,51.98,76.79,59.43,56.9,64.78
759,Southern Region,Tamil Nadu,Central Sector,Total,Natural Gas,1017.18,2200,156,177.5,172.68,113.78,102.79,776,676.44,684.53,87.17,98.82,NA,NA,NA,NA,NA,NA
760,Southern Region,Tamil Nadu,Central Sector,Total,Hydro,2178.2,4220,392,363.26,683.29,92.67,53.16,1046,1120.36,1560.42,107.11,71.8,NA,NA,NA,NA,NA,NA
761,Southern Region,Tamil Nadu,Central Sector,Total,Tamil Nadu,19532.08,93500,7341,6831.22,7434.4,93.06,91.89,33317,30403.61,30142.06,91.26,100.87,NA,NA,NA,NA,NA,NA
762,Southern Region,Telangana,State Sector,SINGARENI TPP,NA,1200,9000,724,726.83,821.55,100.39,88.47,3030,2770.77,3127.96,91.44,88.58,81.09,81.41,92.02,86.24,78.86,89.02
763,Southern Region,Telangana,State Sector,SCCL,Coal,1200,9000,724,726.83,821.55,100.39,88.47,3030,2770.77,3127.96,91.44,88.58,81.09,81.41,92.02,86.24,78.86,89.02
764,Southern Region,Telangana,State Sector,BHADRADRI TPP,NA,1080,6500,454,443.75,294.33,97.74,150.77,2286,2172.73,1749.72,95.05,124.18,56.5,55.23,36.63,72.29,68.71,55.33
765,Southern Region,Telangana,State Sector,KAKATIYA TPS,NA,1100,7700,676,617.11,465.48,91.29,132.57,2799,2691.33,2182.31,96.15,123.32,82.6,75.4,56.88,86.9,83.56,67.76
766,Southern Region,Telangana,State Sector,KOTHAGUDEM TPS (NEW),NA,1000,7400,590,607.7,465.28,103,130.61,2578,2417.97,2339.87,93.79,103.34,79.3,81.68,62.54,88.05,82.58,79.91
767,Southern Region,Telangana,State Sector,KOTHAGUDEM TPS (STAGE-7),NA,800,6000,483,550.86,17.4,114.05,3165.86,2020,2180.53,1510.6,107.95,144.35,81.15,92.55,2.92,86.24,93.09,64.49
768,Southern Region,Telangana,State Sector,RAMAGUNDEM-B TPS,NA,62.5,420,34,29.22,24.93,85.94,117.21,132,106.19,102.93,80.45,103.17,73.12,62.84,53.61,72.13,58.03,56.25
769,Southern Region,Telangana,State Sector,YADADRI TPS,NA,0,4700,215,0,0,0,0,215,0,0,0,0,0,0,0,0,0,0
770,Southern Region,Telangana,State Sector,TSGENCO,Coal,4042.5,32720,2452,2248.64,1267.42,91.71,177.42,10030,9568.75,7885.43,95.4,121.35,74.38,74.76,42.14,82.92,80.84,66.62
771,Southern Region,Telangana,State Sector,State Sector,Thermal,5242.5,41720,3176,2975.47,2088.97,93.69,142.44,13060,12339.52,11013.39,94.48,112.04,75.91,76.29,53.56,83.68,80.39,71.75
772,Southern Region,Telangana,State Sector,LOWER JURALA HPS,NA,240,320,25,26.27,72.4,105.08,36.28,28,26.87,75.8,95.96,35.45,NA,NA,NA,NA,NA,NA
773,Southern Region,Telangana,State Sector,NAGARJUN SGR HPS,NA,815.6,1400,45,53.65,43.7,119.22,122.77,79,184.9,193.1,234.05,95.75,NA,NA,NA,NA,NA,NA
774,Southern Region,Telangana,State Sector,NAGARJUN SGR LBC HPS,NA,60,69,1,0,0,0,0,1,0,1.9,0,0,NA,NA,NA,NA,NA,NA
775,Southern Region,Telangana,State Sector,POCHAMPAD HPS,NA,36,60,5,3.6,12.9,72,27.91,7,6.64,19.8,94.86,33.54,NA,NA,NA,NA,NA,NA
776,Southern Region,Telangana,State Sector,PRIYADARSHNI JURALA HPS,NA,234,320,27,26.9,69.3,99.63,38.82,30,26.9,71.8,89.67,37.47,NA,NA,NA,NA,NA,NA
777,Southern Region,Telangana,State Sector,PULICHINTALA HPS,NA,120,200,15,15.75,17.4,105,90.52,20,44.16,45.6,220.8,96.84,NA,NA,NA,NA,NA,NA
778,Southern Region,Telangana,State Sector,SRISAILAM LB HPS,NA,900,1600,95,1.65,259.5,1.74,0.64,157,2.05,260.3,1.31,0.79,NA,NA,NA,NA,NA,NA
779,Southern Region,Telangana,State Sector,TSGENCO,Hydro,2405.6,3969,213,127.82,475.2,60.01,26.9,322,291.52,668.3,90.53,43.62,NA,NA,NA,NA,NA,NA
780,Southern Region,Telangana,State Sector,State Sector,Hydro,2405.6,3969,213,127.82,475.2,60.01,26.9,322,291.52,668.3,90.53,43.62,NA,NA,NA,NA,NA,NA
781,Southern Region,Telangana,Central Sector,RAMAGUNDEM STPS,NA,2600,20150,1753,1408.33,1077.34,80.34,130.72,6971,5618.21,5726.81,80.59,98.1,90.62,72.8,55.69,91.57,73.8,75.23
782,Southern Region,Telangana,Central Sector,TELANGANA STPP PH-1,NA,0,7000,624,0,0,0,0,1820,0,0,0,0,54.44,0,0,64.89,0,0
783,Southern Region,Telangana,Central Sector,NTPC Ltd.,Coal,2600,27150,2377,1408.33,1077.34,59.25,130.72,8791,5618.21,5726.81,63.91,98.1,82.11,72.8,55.69,85.29,73.8,75.23
784,Southern Region,Telangana,Central Sector,Central,Thermal,2600,27150,2377,1408.33,1077.34,59.25,130.72,8791,5618.21,5726.81,63.91,98.1,82.11,72.8,55.69,85.29,73.8,75.23
785,Southern Region,Telangana,Central Sector,Total,Thermal,7842.5,68870,5553,4383.8,3166.31,78.94,138.45,21851,17957.73,16740.2,82.18,107.27,78.35,75.13,54.27,84.31,78.2,72.9
786,Southern Region,Telangana,Central Sector,Total,Natural Gas,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA
787,Southern Region,Telangana,Central Sector,Total,Hydro,2405.6,3969,213,127.82,475.2,60.01,26.9,322,291.52,668.3,90.53,43.62,NA,NA,NA,NA,NA,NA
788,Southern Region,Telangana,Central Sector,Total,Telangana,10248.1,72839,5766,4511.62,3641.51,78.25,123.89,22173,18249.25,17408.5,82.3,104.83,NA,NA,NA,NA,NA,NA
789,Eastern Region,Andaman and Nicobar Islands,State Sector,Andaman and Nicobar DG,NA,57.52,69,6,6.98,10.34,116.33,67.5,24,31.9,40.93,132.92,77.94,NA,NA,NA,NA,NA,NA
790,Eastern Region,Andaman and Nicobar Islands,State Sector,Andaman and Nicobar ADM,Diesel,57.52,69,6,6.98,10.34,116.33,67.5,24,31.9,40.93,132.92,77.94,NA,NA,NA,NA,NA,NA
791,Eastern Region,Andaman and Nicobar Islands,State Sector,State Sector,Thermal,57.52,69,6,6.98,10.34,116.33,67.5,24,31.9,40.93,132.92,77.94,NA,NA,NA,NA,NA,NA
792,Eastern Region,Andaman and Nicobar Islands,Pvt Sector,Andaman and Nicobar Pvt. DG,NA,35.19,41,3,19.3,0,643.33,0,13,82.48,0,634.46,0,NA,NA,NA,NA,NA,NA
793,Eastern Region,Andaman and Nicobar Islands,Pvt Sector,Andaman and Nicobar ADM,Diesel,35.19,41,3,19.3,0,643.33,0,13,82.48,0,634.46,0,NA,NA,NA,NA,NA,NA
794,Eastern Region,Andaman and Nicobar Islands,Pvt Sector,Pvt Sector,Thermal,35.19,41,3,19.3,0,643.33,0,13,82.48,0,634.46,0,NA,NA,NA,NA,NA,NA
795,Eastern Region,Andaman and Nicobar Islands,Pvt Sector,Total,Thermal,92.71,110,9,26.28,10.34,292,254.16,37,114.38,40.93,309.14,279.45,NA,NA,NA,NA,NA,NA
796,Eastern Region,Andaman and Nicobar Islands,Pvt Sector,Total,Natural Gas,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA
797,Eastern Region,Andaman and Nicobar Islands,Pvt Sector,Total,Andaman and Nicobar Islands,92.71,110,9,26.28,10.34,292,254.16,37,114.38,40.93,309.14,279.45,NA,NA,NA,NA,NA,NA
798,Eastern Region,Bihar,Central Sector,NABINAGAR TPP,NA,1000,6700,408,495.06,522.99,121.34,94.66,2303,2181.47,2378.97,94.72,91.7,54.84,66.54,70.29,78.65,74.5,81.25
799,Eastern Region,Bihar,Central Sector,BRBCL,Coal,1000,6700,408,495.06,522.99,121.34,94.66,2303,2181.47,2378.97,94.72,91.7,54.84,66.54,70.29,78.65,74.5,81.25
800,Eastern Region,Bihar,Central Sector,MUZAFFARPUR TPS,NA,390,3000,268,235.11,124.67,87.73,188.59,1064,983.5,886.48,92.43,110.94,92.36,81.03,42.97,93.18,86.13,77.63
801,Eastern Region,Bihar,Central Sector,K.B.U.N.L,Coal,390,3000,268,235.11,124.67,87.73,188.59,1064,983.5,886.48,92.43,110.94,92.36,81.03,42.97,93.18,86.13,77.63
802,Eastern Region,Bihar,Central Sector,NABINAGAR STPP,NA,1980,14200,855,1305.51,1094.31,152.69,119.3,4705,5183.32,3947.37,110.17,131.31,58.04,88.62,74.29,81.16,89.41,80.33
803,Eastern Region,Bihar,Central Sector,NPGCL,Coal,1980,14200,855,1305.51,1094.31,152.69,119.3,4705,5183.32,3947.37,110.17,131.31,58.04,88.62,74.29,81.16,89.41,80.33
804,Eastern Region,Bihar,Central Sector,BARAUNI TPS,NA,710,3300,264,292.26,303.88,110.7,96.18,1188,1250.8,1170.23,105.29,106.88,49.98,55.33,57.53,57.15,60.17,56.29
805,Eastern Region,Bihar,Central Sector,BARH STPS,NA,2640,17860,1545,1250.79,1186.14,80.96,105.45,6555,4470.53,4926.74,68.2,90.74,78.66,63.68,80.52,84.8,71.09,84.98
806,Eastern Region,Bihar,Central Sector,KAHALGAON TPS,NA,2340,17850,1490,1254.69,1372.16,84.21,91.44,6306,5313.74,5677.98,84.26,93.59,85.58,72.07,78.82,92.04,77.56,82.87
807,Eastern Region,Bihar,Central Sector,NTPC Ltd.,Coal,5690,39010,3299,2797.74,2862.18,84.81,97.75,14049,11035.07,11774.95,78.55,93.72,77.93,66.09,76.48,84.33,72.51,79.95
808,Eastern Region,Bihar,Central Sector,BUXAR TPP,NA,0,2000,160,0,0,0,0,160,0,0,0,0,0,0,0,0,0,0
809,Eastern Region,Bihar,Central Sector,SJVNL,Coal,0,2000,160,0,0,0,0,160,0,0,0,0,0,0,0,0,0,0
810,Eastern Region,Bihar,Central Sector,Central,Thermal,9060,64910,4990,4833.42,4604.15,96.86,104.98,22281,19383.36,18987.77,87,102.08,71.65,71.71,73.67,83.39,77.27,80.08
811,Eastern Region,Bihar,Central Sector,Total,Thermal,9060,64910,4990,4833.42,4604.15,96.86,104.98,22281,19383.36,18987.77,87,102.08,71.65,71.71,73.67,83.39,77.27,80.08
812,Eastern Region,Bihar,Central Sector,Total,Natural Gas,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA
813,Eastern Region,Bihar,Central Sector,Total,Bihar,9060,64910,4990,4833.42,4604.15,96.86,104.98,22281,19383.36,18987.77,87,102.08,NA,NA,NA,NA,NA,NA
814,Eastern Region,Jharkhand,State Sector,TENUGHAT TPS,NA,420,2300,93,140.47,212.39,151.04,66.14,786,735.92,864.69,93.63,85.11,29.76,44.95,67.97,63.91,59.84,70.31
815,Eastern Region,Jharkhand,State Sector,TVNL,Coal,420,2300,93,140.47,212.39,151.04,66.14,786,735.92,864.69,93.63,85.11,29.76,44.95,67.97,63.91,59.84,70.31
816,Eastern Region,Jharkhand,State Sector,State Sector,Thermal,420,2300,93,140.47,212.39,151.04,66.14,786,735.92,864.69,93.63,85.11,29.76,44.95,67.97,63.91,59.84,70.31
817,Eastern Region,Jharkhand,State Sector,SUBERNREKHA-I HPS,NA,65,55,5,0.75,3.87,15,19.38,8,4.2,5.96,52.5,70.47,NA,NA,NA,NA,NA,NA
818,Eastern Region,Jharkhand,State Sector,SUBERNREKHA-II HPS,NA,65,55,5,0.7,3.68,14,19.02,8,3.97,5.66,49.63,70.14,NA,NA,NA,NA,NA,NA
819,Eastern Region,Jharkhand,State Sector,JUUNL,Hydro,130,110,10,1.45,7.55,14.5,19.21,16,8.17,11.62,51.06,70.31,NA,NA,NA,NA,NA,NA
820,Eastern Region,Jharkhand,State Sector,State Sector,Hydro,130,110,10,1.45,7.55,14.5,19.21,16,8.17,11.62,51.06,70.31,NA,NA,NA,NA,NA,NA
821,Eastern Region,Jharkhand,Pvt Sector,MAHADEV PRASAD STPP,NA,540,3700,219,359.47,243.09,164.14,147.88,1233,967.23,1281.61,78.45,75.47,54.51,89.47,60.51,77.98,61.17,81.06
822,Eastern Region,Jharkhand,Pvt Sector,ADHUNIK,Coal,540,3700,219,359.47,243.09,164.14,147.88,1233,967.23,1281.61,78.45,75.47,54.51,89.47,60.51,77.98,61.17,81.06
823,Eastern Region,Jharkhand,Pvt Sector,MAITRISHI USHA TPS,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
824,Eastern Region,Jharkhand,Pvt Sector,CPL,Coal,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
825,Eastern Region,Jharkhand,Pvt Sector,MAITHON RB TPP,NA,1050,7400,618,673.27,675.77,108.94,99.63,2664,2671.21,2675.58,100.27,99.84,79.11,86.18,86.5,86.65,86.89,87.03
826,Eastern Region,Jharkhand,Pvt Sector,MPL,Coal,1050,7400,618,673.27,675.77,108.94,99.63,2664,2671.21,2675.58,100.27,99.84,79.11,86.18,86.5,86.65,86.89,87.03
827,Eastern Region,Jharkhand,Pvt Sector,JOJOBERA TPS,NA,240,1700,132,160.01,156.76,121.22,102.07,580,648.11,623.94,111.74,103.87,73.92,89.61,87.79,82.54,92.23,88.79
828,Eastern Region,Jharkhand,Pvt Sector,TATA PCL,Coal,240,1700,132,160.01,156.76,121.22,102.07,580,648.11,623.94,111.74,103.87,73.92,89.61,87.79,82.54,92.23,88.79
