Sl. No.,Regions,State,Sector Category,Category,Stations,Monitored Capacity (MW) - Col (1),Target April 2023 to March 2024 - Col (2),December` 2023 - Program - Col (3),December` 2023 - Actual - Col (4),December` 2023 - Actual Same Month 2022-23 - Col (5),December` 2023 - % of Program Col. (4/3) - Col (6),December` 2023 - % of Last Year Col. (4/5) - Col (7),April` 2023 to December` 2023 - Program - Col (8),April` 2023 to December` 2023 - Actual - Col (9),April` 2023 to December` 2023 - Actual Same Period 2022-23 - Col (10),April` 2023 to December` 2023 - % of Program Col. (9/8) - Col (11),April` 2023 to December` 2023 - % of Last Year Col. (9/10) - Col (12),Plant Load Factor (%) - December` 2023 - Program - Col (13),Plant Load Factor (%) - December` 2023 - Actual - Col (14),Plant Load Factor (%) - December` 2023 - Actual Same Month 2022-23 - Col (15),Plant Load Factor (%) - April` 2023 to December` 2023 - Program - Col (16),Plant Load Factor (%) - April` 2023 to December` 2023 - Actual - Col (17),Plant Load Factor (%) - April` 2023 to December` 2023 - Actual Same Peroid 2022-23 - Col (18)
547,Southern Region,Andhra Pradesh,Pvt Sector,VIZAG TPP,NA,1040,3800,284,347.52,379.98,122.37,91.46,2831,4253.82,3556.36,150.26,119.61,36.7,44.91,49.11,41.24,61.97,51.81
548,Southern Region,Andhra Pradesh,Pvt Sector,HNPC,Coal,1040,3800,284,347.52,379.98,122.37,91.46,2831,4253.82,3556.36,150.26,119.61,36.7,44.91,49.11,41.24,61.97,51.81
549,Southern Region,Andhra Pradesh,Pvt Sector,LVS POWER DG,NA,36.8,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA
550,Southern Region,Andhra Pradesh,Pvt Sector,LVS POWER,Diesel,36.8,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA
551,Southern Region,Andhra Pradesh,Pvt Sector,THAMMINAPATNAM TPS,NA,300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
552,Southern Region,Andhra Pradesh,Pvt Sector,MEL,Coal,300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
553,Southern Region,Andhra Pradesh,Pvt Sector,PAINAMPURAM TPP,NA,1320,9300,788,480.84,756.16,61.02,63.59,6909,6981.57,6501.68,101.05,107.38,80.24,48.96,77,79.3,80.14,74.63
554,Southern Region,Andhra Pradesh,Pvt Sector,SGPL TPP,NA,1320,8500,371,689.43,584.22,185.83,118.01,6145,7198.43,5981.15,117.14,120.35,37.78,70.2,59.49,70.53,82.63,68.65
555,Southern Region,Andhra Pradesh,Pvt Sector,SEIL,Coal,2640,17800,1159,1170.27,1340.38,100.97,87.31,13054,14180,12482.83,108.63,113.6,59.01,59.58,68.24,74.92,81.38,71.64
556,Southern Region,Andhra Pradesh,Pvt Sector,SIMHAPURI TPS,NA,600,0,0,205.37,0,0,0,0,2157.11,0,0,0,0,46.01,0,0,54.47,0
557,Southern Region,Andhra Pradesh,Pvt Sector,SEPL,Coal,600,0,0,205.37,0,0,0,0,2157.11,0,0,0,0,46.01,0,0,54.47,0
558,Southern Region,Andhra Pradesh,Pvt Sector,Pvt Sector,Thermal,4616.8,21600,1443,1723.16,1720.36,119.42,100.16,15885,20590.93,16039.19,129.62,128.38,42.35,50.57,50.49,52.55,68.12,53.06
559,Southern Region,Andhra Pradesh,Pvt Sector,VIJJESWARAM CCPP,NA,272,500,40,0,0,0,0,375,0,365.34,0,0,NA,NA,NA,NA,NA,NA
560,Southern Region,Andhra Pradesh,Pvt Sector,APGPCL,Natural Gas,272,500,40,0,0,0,0,375,0,365.34,0,0,NA,NA,NA,NA,NA,NA
561,Southern Region,Andhra Pradesh,Pvt Sector,PEDDAPURAM CCPP,NA,220,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA
562,Southern Region,Andhra Pradesh,Pvt Sector,BSES AP,Natural Gas,220,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA
563,Southern Region,Andhra Pradesh,Pvt Sector,GAUTAMI CCPP,NA,464,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA
564,Southern Region,Andhra Pradesh,Pvt Sector,GAUTAMI,Natural Gas,464,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA
565,Southern Region,Andhra Pradesh,Pvt Sector,GMR Energy Ltd - Kakinada,NA,220,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA
566,Southern Region,Andhra Pradesh,Pvt Sector,GMR ENERG,Natural Gas,220,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA
567,Southern Region,Andhra Pradesh,Pvt Sector,GREL CCPP (Rajahmundry),NA,768,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA
568,Southern Region,Andhra Pradesh,Pvt Sector,GREL,Natural Gas,768,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA
569,Southern Region,Andhra Pradesh,Pvt Sector,JEGURUPADU CCPP PH II,NA,220,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA
570,Southern Region,Andhra Pradesh,Pvt Sector,GVKP&IL,Natural Gas,220,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA
571,Southern Region,Andhra Pradesh,Pvt Sector,KONASEEMA CCPP,NA,445,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA
572,Southern Region,Andhra Pradesh,Pvt Sector,KONA,Natural Gas,445,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA
573,Southern Region,Andhra Pradesh,Pvt Sector,KONDAPALLI CCPP,NA,368.14,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA
574,Southern Region,Andhra Pradesh,Pvt Sector,KONDAPALLI EXTN CCPP,NA,366,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA
575,Southern Region,Andhra Pradesh,Pvt Sector,KONDAPALLI ST-3 CCPP,NA,742,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA
576,Southern Region,Andhra Pradesh,Pvt Sector,KONDAPALI,Natural Gas,1476.14,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA
577,Southern Region,Andhra Pradesh,Pvt Sector,GODAVARI CCPP,NA,208,400,32,0,0,0,0,304,0,0,0,0,NA,NA,NA,NA,NA,NA
578,Southern Region,Andhra Pradesh,Pvt Sector,SPGL,Natural Gas,208,400,32,0,0,0,0,304,0,0,0,0,NA,NA,NA,NA,NA,NA
579,Southern Region,Andhra Pradesh,Pvt Sector,VEMAGIRI CCPP,NA,370,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA
580,Southern Region,Andhra Pradesh,Pvt Sector,VEMAGIRI,Natural Gas,370,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA
581,Southern Region,Andhra Pradesh,Pvt Sector,Pvt Sector,Natural Gas,4663.14,900,72,0,0,0,0,679,0,365.34,0,0,NA,NA,NA,NA,NA,NA
582,Southern Region,Andhra Pradesh,Central Sector,SIMHADRI,NA,2000,13600,1033,830.15,1129.55,80.36,73.49,9981,8325.01,9181.16,83.41,90.67,69.42,55.79,75.91,75.61,63.07,69.55
583,Southern Region,Andhra Pradesh,Central Sector,NTPC Ltd.,Coal,2000,13600,1033,830.15,1129.55,80.36,73.49,9981,8325.01,9181.16,83.41,90.67,69.42,55.79,75.91,75.61,63.07,69.55
584,Southern Region,Andhra Pradesh,Central Sector,Central,Thermal,2000,13600,1033,830.15,1129.55,80.36,73.49,9981,8325.01,9181.16,83.41,90.67,69.42,55.79,75.91,75.61,63.07,69.55
585,Southern Region,Andhra Pradesh,Central Sector,Total,Thermal,13226.8,67200,4955,4905.83,5122.02,99.01,95.78,49272,52461.09,44284.33,106.47,118.46,50.49,52.68,59.4,56.6,65.43,57.89
586,Southern Region,Andhra Pradesh,Central Sector,Total,Natural Gas,4898.54,1100,88,0,0,0,0,831,0,610,0,0,NA,NA,NA,NA,NA,NA
587,Southern Region,Andhra Pradesh,Central Sector,Total,Hydro,1610,2819,189,126.14,210.1,66.74,60.04,2118,1112.5,3128.3,52.53,35.56,NA,NA,NA,NA,NA,NA
588,Southern Region,Andhra Pradesh,Central Sector,Total,Andhra Pradesh,19735.34,71119,5232,5031.97,5332.12,96.18,94.37,52221,53573.59,48022.63,102.59,111.56,NA,NA,NA,NA,NA,NA
589,Southern Region,Karnataka,State Sector,BELLARY TPS,NA,1700,9000,549,876.01,473.95,159.56,184.83,6659,5943.42,4897.56,89.25,121.35,43.41,69.26,37.47,59.35,52.97,43.65
590,Southern Region,Karnataka,State Sector,RAICHUR TPS,NA,1720,8500,578,726.93,665.91,125.77,109.16,6545,5491.43,4407.86,83.9,124.58,45.17,56.81,52.04,57.66,48.37,38.83
591,Southern Region,Karnataka,State Sector,KPCL,Coal,3420,17500,1127,1602.94,1139.86,142.23,140.63,13204,11434.85,9305.42,86.6,122.88,44.29,63,44.8,58.5,50.66,41.23
592,Southern Region,Karnataka,State Sector,YERMARUS TPP,NA,1600,6000,420,215.91,234.71,51.41,91.99,4537,4556.11,3055.93,100.42,149.09,35.28,18.14,19.72,42.96,43.14,28.94
593,Southern Region,Karnataka,State Sector,RPCL,Coal,1600,6000,420,215.91,234.71,51.41,91.99,4537,4556.11,3055.93,100.42,149.09,35.28,18.14,19.72,42.96,43.14,28.94
594,Southern Region,Karnataka,State Sector,State Sector,Thermal,5020,23500,1547,1818.85,1374.57,117.57,132.32,17741,15990.96,12361.35,90.14,129.36,41.42,48.7,36.8,53.55,48.26,37.31
595,Southern Region,Karnataka,State Sector,YELAHANKA CCPP,NA,0,500,42,0,0,0,0,375,0,0,0,0,NA,NA,NA,NA,NA,NA
596,Southern Region,Karnataka,State Sector,KPCL,Natural Gas,0,500,42,0,0,0,0,375,0,0,0,0,NA,NA,NA,NA,NA,NA
597,Southern Region,Karnataka,State Sector,State Sector,Natural Gas,0,500,42,0,0,0,0,375,0,0,0,0,NA,NA,NA,NA,NA,NA
598,Southern Region,Karnataka,State Sector,HAMPI HPS,NA,36,79,7,7.78,8.92,111.14,87.22,59,59.95,66.34,101.61,90.37,NA,NA,NA,NA,NA,NA
599,Southern Region,Karnataka,State Sector,T B DAM HPS,NA,36,81,8,1.94,6.29,24.25,30.84,60,33.49,72.32,55.82,46.31,NA,NA,NA,NA,NA,NA
600,Southern Region,Karnataka,State Sector,APGENCO,Hydro,72,160,15,9.72,15.21,64.8,63.91,119,93.44,138.66,78.52,67.39,NA,NA,NA,NA,NA,NA
601,Southern Region,Karnataka,State Sector,ALMATTI DPH HPS,NA,290,510,25,3.37,36.82,13.48,9.15,457,237.32,559.46,51.93,42.42,NA,NA,NA,NA,NA,NA
602,Southern Region,Karnataka,State Sector,BHADRA HPS,NA,26,60,1,0,0,0,0,41,20.85,73.96,50.85,28.19,NA,NA,NA,NA,NA,NA
603,Southern Region,Karnataka,State Sector,GERUSUPPA HPS,NA,240,548,38,20.56,47.08,54.11,43.67,408,285.82,428.26,70.05,66.74,NA,NA,NA,NA,NA,NA
604,Southern Region,Karnataka,State Sector,GHAT PRABHA HPS,NA,32,86,10,3.66,8.78,36.6,41.69,64,29.72,58.87,46.44,50.48,NA,NA,NA,NA,NA,NA
605,Southern Region,Karnataka,State Sector,JOG HPS,NA,139.2,350,25,20.75,46.13,83,44.98,270,275.82,433.85,102.16,63.57,NA,NA,NA,NA,NA,NA
606,Southern Region,Karnataka,State Sector,KADRA HPS,NA,150,400,25,8.44,21.14,33.76,39.92,326,245.81,313.02,75.4,78.53,NA,NA,NA,NA,NA,NA
607,Southern Region,Karnataka,State Sector,KALINADI HPS,NA,900,3000,245,85.9,232.39,35.06,36.96,2280,2034.36,2237.08,89.23,90.94,NA,NA,NA,NA,NA,NA
608,Southern Region,Karnataka,State Sector,KALINADI SUPA HPS,NA,100,406,44,16.59,39.77,37.7,41.71,242,321.6,246.69,132.89,130.37,NA,NA,NA,NA,NA,NA
609,Southern Region,Karnataka,State Sector,KODASALI HPS,NA,120,400,29,9.06,23.35,31.24,38.8,315,236.14,289.33,74.97,81.62,NA,NA,NA,NA,NA,NA
610,Southern Region,Karnataka,State Sector,LIGANAMAKKI HPS,NA,55,301,25,11.48,30.16,45.92,38.06,206,118.83,185.06,57.68,64.21,NA,NA,NA,NA,NA,NA
611,Southern Region,Karnataka,State Sector,MUNIRABAD HPS,NA,28,96,8,0.23,9.41,2.88,2.44,78,31.63,90.69,40.55,34.88,NA,NA,NA,NA,NA,NA
612,Southern Region,Karnataka,State Sector,SHARAVATHI HPS,NA,1035,4800,360,201.86,458.83,56.07,43.99,3461,2665.49,3813.24,77.02,69.9,NA,NA,NA,NA,NA,NA
613,Southern Region,Karnataka,State Sector,SIVASAMUNDRUM HPS,NA,42,225,23,18.35,25.05,79.78,73.25,200,144.87,232.79,72.44,62.23,NA,NA,NA,NA,NA,NA
614,Southern Region,Karnataka,State Sector,VARAHI HPS,NA,460,1060,75,22.05,100.83,29.4,21.87,760,521.13,923.75,68.57,56.41,NA,NA,NA,NA,NA,NA
615,Southern Region,Karnataka,State Sector,KPCL,Hydro,3617.2,12242,933,422.3,1079.74,45.26,39.11,9108,7169.39,9886.05,78.72,72.52,NA,NA,NA,NA,NA,NA
616,Southern Region,Karnataka,State Sector,State Sector,Hydro,3689.2,12402,948,432.02,1094.95,45.57,39.46,9227,7262.83,10024.71,78.71,72.45,NA,NA,NA,NA,NA,NA
617,Southern Region,Karnataka,State Sector,ADANI POWER LIMITED UDUPI TPP,NA,1200,1800,158,684.12,46.45,432.99,1472.81,1336,3918.25,531.7,293.28,736.93,17.7,76.63,5.2,16.87,49.47,6.71
618,Southern Region,Karnataka,State Sector,APL,Coal,1200,1800,158,684.12,46.45,432.99,1472.81,1336,3918.25,531.7,293.28,736.93,17.7,76.63,5.2,16.87,49.47,6.71
619,Southern Region,Karnataka,Pvt Sector,BELLARY DG,NA,25.2,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA
620,Southern Region,Karnataka,Pvt Sector,BELLARY,Diesel,25.2,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA
621,Southern Region,Karnataka,Pvt Sector,TORANGALLU TPS (SBU-I),NA,260,1300,107,123.61,146.53,115.52,84.36,970,1366.85,1380.52,140.91,99.01,55.31,63.9,75.75,56.53,79.65,80.45
622,Southern Region,Karnataka,Pvt Sector,TORANGALLU TPS (SBU-II),NA,600,1900,160,180.89,149.38,113.06,121.09,1417,1935.36,1392.12,136.58,139.02,35.84,40.52,33.46,35.78,48.87,35.15
623,Southern Region,Karnataka,Pvt Sector,JSWEL,Coal,860,3200,267,304.5,295.91,114.04,102.9,2387,3302.21,2772.64,138.34,119.1,41.73,47.59,46.25,42.05,58.18,48.85
624,Southern Region,Karnataka,Pvt Sector,Pvt Sector,Thermal,2085.2,5000,425,988.62,342.36,232.62,288.77,3723,7220.46,3304.34,193.94,218.51,27.73,64.5,22.34,27.38,53.11,24.3
625,Southern Region,Karnataka,Central Sector,KUDGI STPP,NA,2400,12850,765,787.03,909.77,102.88,86.51,9428,8741.97,8111.77,92.72,107.77,42.84,44.08,50.95,59.52,55.19,51.21
626,Southern Region,Karnataka,Central Sector,NTPC Ltd.,Coal,2400,12850,765,787.03,909.77,102.88,86.51,9428,8741.97,8111.77,92.72,107.77,42.84,44.08,50.95,59.52,55.19,51.21
627,Southern Region,Karnataka,Central Sector,Central,Thermal,2400,12850,765,787.03,909.77,102.88,86.51,9428,8741.97,8111.77,92.72,107.77,42.84,44.08,50.95,59.52,55.19,51.21
628,Southern Region,Karnataka,Central Sector,KAIGA,NA,880,6256,559,674.81,496.62,120.72,135.88,4567,5562.9,5505.42,121.81,101.04,85.38,103.07,75.85,78.63,95.78,94.79
629,Southern Region,Karnataka,Central Sector,NPCIL,Nuclear,880,6256,559,674.81,496.62,120.72,135.88,4567,5562.9,5505.42,121.81,101.04,85.38,103.07,75.85,78.63,95.78,94.79
630,Southern Region,Karnataka,Central Sector,Central,Nuclear,880,6256,559,674.81,496.62,120.72,135.88,4567,5562.9,5505.42,121.81,101.04,85.38,103.07,75.85,78.63,95.78,94.79
631,Southern Region,Karnataka,Central Sector,Total,Thermal,9505.2,41350,2737,3594.5,2626.7,131.33,136.84,30892,31953.39,23777.46,103.44,134.39,38.81,50.96,37.24,49.37,51.07,38
632,Southern Region,Karnataka,Central Sector,Total,Nuclear,880,6256,559,674.81,496.62,120.72,135.88,4567,5562.9,5505.42,121.81,101.04,85.38,103.07,75.85,78.63,95.78,94.79
633,Southern Region,Karnataka,Central Sector,Total,Natural Gas,0,500,42,0,0,0,0,375,0,0,0,0,NA,NA,NA,NA,NA,NA
634,Southern Region,Karnataka,Central Sector,Total,Hydro,3689.2,12402,948,432.02,1094.95,45.57,39.46,9227,7262.83,10024.71,78.71,72.45,NA,NA,NA,NA,NA,NA
635,Southern Region,Karnataka,Central Sector,Total,Karnataka,14074.4,60508,4286,4701.33,4218.27,109.69,111.45,45061,44779.12,39307.59,99.37,113.92,NA,NA,NA,NA,NA,NA
636,Southern Region,Kerala,State Sector,BRAMHAPURAM DG,NA,63.96,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA
637,Southern Region,Kerala,State Sector,KOZHIKODE DG,NA,96,0,0,0,0,0,0,0,0,0.12,0,0,NA,NA,NA,NA,NA,NA
638,Southern Region,Kerala,State Sector,KSEB,Diesel,159.96,0,0,0,0,0,0,0,0,0.12,0,0,NA,NA,NA,NA,NA,NA
639,Southern Region,Kerala,State Sector,State Sector,Thermal,159.96,0,0,0,0,0,0,0,0,0.12,0,0,NA,NA,NA,NA,NA,NA
640,Southern Region,Kerala,State Sector,IDAMALAYAR HPS,NA,75,380,31,12.31,26.31,39.71,46.79,285,123.88,323.58,43.47,38.28,NA,NA,NA,NA,NA,NA
641,Southern Region,Kerala,State Sector,IDUKKI HPS,NA,780,2632,186,63.23,220.58,33.99,28.67,1915,1244.82,2573.29,65,48.37,NA,NA,NA,NA,NA,NA
642,Southern Region,Kerala,State Sector,KAKKAD HPS,NA,50,271,19,13.68,16.45,72,83.16,208,138.1,199.66,66.39,69.17,NA,NA,NA,NA,NA,NA
643,Southern Region,Kerala,State Sector,KUTTIYADI ADDL EXTN,NA,100,0,0,18,34.22,0,52.59,0,218.48,346.98,0,62.97,NA,NA,NA,NA,NA,NA
644,Southern Region,Kerala,State Sector,KUTTIYADI EXTN HPS,NA,50,0,0,12.87,0,0,0,0,108.05,156.68,0,68.96,NA,NA,NA,NA,NA,NA
645,Southern Region,Kerala,State Sector,KUTTIYADI HPS,NA,75,752,37,6.48,0,17.51,0,618,71.35,176.01,11.55,40.54,NA,NA,NA,NA,NA,NA
646,Southern Region,Kerala,State Sector,LOWER PERIYAR HPS,NA,180,624,28,43.9,39.2,156.79,111.99,572,432.58,645.36,75.63,67.03,NA,NA,NA,NA,NA,NA
647,Southern Region,Kerala,State Sector,NARIAMANGLAM HPS,NA,52.65,351,18,27.01,11.1,150.06,243.33,310,154.49,218.52,49.84,70.7,NA,NA,NA,NA,NA,NA
648,Southern Region,Kerala,State Sector,PALLIVASAL HPS,NA,37.5,162,14,13.93,13.45,99.5,103.57,117,118.33,116.23,101.14,101.81,NA,NA,NA,NA,NA,NA
649,Southern Region,Kerala,State Sector,PALLIVASAL NEW HPS,NA,NA,86,9,0,0,0,0,64,0,0,0,0,NA,NA,NA,NA,NA,NA
650,Southern Region,Kerala,State Sector,PANNIAR HPS,NA,30,172,12,21.28,20.12,177.33,105.77,142,130.45,162.89,91.87,80.08,NA,NA,NA,NA,NA,NA
651,Southern Region,Kerala,State Sector,PORINGALKUTTU HPS,NA,32,319,17,2.71,5.27,15.94,51.42,283,86.09,144.47,30.42,59.59,NA,NA,NA,NA,NA,NA
652,Southern Region,Kerala,State Sector,SABARIGIRI HPS,NA,300,1401,93,85.53,108.04,91.97,79.17,1041,784.71,1244.26,75.38,63.07,NA,NA,NA,NA,NA,NA
653,Southern Region,Kerala,State Sector,SENGULAM HPS,NA,48,182,21,10.91,0.5,51.95,2182,128,105.53,126.55,82.45,83.39,NA,NA,NA,NA,NA,NA
654,Southern Region,Kerala,State Sector,SHOLAYAR HPS,NA,54,237,25,25.34,20.82,101.36,121.71,162,178.58,154.54,110.23,115.56,NA,NA,NA,NA,NA,NA
655,Southern Region,Kerala,State Sector,THOTTIYAR HPS,NA,0,99,2,0,0,0,0,99,0,0,0,0,NA,NA,NA,NA,NA,NA
656,Southern Region,Kerala,State Sector,KSEB,Hydro,1864.15,7668,512,357.18,516.06,69.76,69.21,5944,3895.44,6589.02,65.54,59.12,NA,NA,NA,NA,NA,NA
657,Southern Region,Kerala,State Sector,State Sector,Hydro,1864.15,7668,512,357.18,516.06,69.76,69.21,5944,3895.44,6589.02,65.54,59.12,NA,NA,NA,NA,NA,NA
658,Southern Region,Kerala,Pvt Sector,COCHIN CCPP (Liq.),NA,174,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA
659,Southern Region,Kerala,Pvt Sector,BSES (C),Natural Gas,174,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA
660,Southern Region,Kerala,Pvt Sector,Pvt Sector,Natural Gas,174,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA
661,Southern Region,Kerala,Central Sector,R. GANDHI CCPP (Liq.),NA,359.58,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA
662,Southern Region,Kerala,Central Sector,NTPC Ltd.,Natural Gas,359.58,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA
663,Southern Region,Kerala,Central Sector,Central,Natural Gas,359.58,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA
664,Southern Region,Kerala,Central Sector,Total,Thermal,159.96,0,0,0,0,0,0,0,0,0.12,0,0,NA,NA,NA,NA,NA,NA
665,Southern Region,Kerala,Central Sector,Total,Natural Gas,533.58,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA
666,Southern Region,Kerala,Central Sector,Total,Hydro,1864.15,7668,512,357.18,516.06,69.76,69.21,5944,3895.44,6589.02,65.54,59.12,NA,NA,NA,NA,NA,NA
667,Southern Region,Kerala,Central Sector,Total,Kerala,2557.69,7668,512,357.18,516.06,69.76,69.21,5944,3895.44,6589.14,65.54,59.12,NA,NA,NA,NA,NA,NA
668,Southern Region,Lakshadweep,State Sector,LAKSHDWEEP DG,NA,26.83,0,0,5.41,0,0,0,0,47.8,0,0,0,NA,NA,NA,NA,NA,NA
669,Southern Region,Lakshadweep,State Sector,LAKSH,Diesel,26.83,0,0,5.41,0,0,0,0,47.8,0,0,0,NA,NA,NA,NA,NA,NA
670,Southern Region,Lakshadweep,State Sector,State Sector,Thermal,26.83,0,0,5.41,0,0,0,0,47.8,0,0,0,NA,NA,NA,NA,NA,NA
671,Southern Region,Lakshadweep,State Sector,Total,Thermal,26.83,0,0,5.41,0,0,0,0,47.8,0,0,0,NA,NA,NA,NA,NA,NA
672,Southern Region,Lakshadweep,State Sector,Total,Natural Gas,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA
673,Southern Region,Lakshadweep,State Sector,Total,Lakshadweep,26.83,0,0,5.41,0,0,0,0,47.8,0,0,0,NA,NA,NA,NA,NA,NA
674,Southern Region,Puducherry,State Sector,KARAIKAL CCPP,NA,32.5,250,23,20.97,21.31,91.17,98.4,194,177.6,176.82,91.55,100.44,NA,NA,NA,NA,NA,NA
675,Southern Region,Puducherry,State Sector,"P&ED, Pudu.",Natural Gas,32.5,250,23,20.97,21.31,91.17,98.4,194,177.6,176.82,91.55,100.44,NA,NA,NA,NA,NA,NA
676,Southern Region,Puducherry,State Sector,State Sector,Natural Gas,32.5,250,23,20.97,21.31,91.17,98.4,194,177.6,176.82,91.55,100.44,NA,NA,NA,NA,NA,NA
677,Southern Region,Puducherry,State Sector,Total,Natural Gas,32.5,250,23,20.97,21.31,91.17,98.4,194,177.6,176.82,91.55,100.44,NA,NA,NA,NA,NA,NA
678,Southern Region,Puducherry,State Sector,Total,Puducherry,32.5,250,23,20.97,21.31,91.17,98.4,194,177.6,176.82,91.55,100.44,NA,NA,NA,NA,NA,NA
679,Southern Region,Tamil Nadu,State Sector,ENNORE SCTPP,NA,NA,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
680,Southern Region,Tamil Nadu,State Sector,METTUR TPS,NA,840,5000,359,474.55,431.4,132.19,110,3705,4266.39,3900.98,115.15,109.37,57.44,75.93,69.03,66.83,76.96,70.36
681,Southern Region,Tamil Nadu,State Sector,METTUR TPS - II,NA,600,3000,267,346.67,260.77,129.84,132.94,2196,2356.32,2188.49,107.3,107.67,59.81,77.66,58.42,55.45,59.5,55.26
682,Southern Region,Tamil Nadu,State Sector,NORTH CHENNAI TPS,NA,1830,12450,1123,797.87,903.18,71.05,88.34,9035,6910.6,5948.41,76.49,116.18,57.39,58.6,66.34,52.05,57.22,49.25
683,Southern Region,Tamil Nadu,State Sector,TUTICORIN TPS,NA,1050,6000,483,341.78,493.58,70.76,69.25,4429,4671.56,3905.7,105.48,119.61,61.83,43.75,63.18,63.91,67.41,56.36
684,Southern Region,Tamil Nadu,State Sector,UDANGUDI TPP,NA,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
685,Southern Region,Tamil Nadu,State Sector,TANGEDCO,Coal,4320,26650,2232,1960.87,2088.93,87.85,93.87,19365,18204.87,15943.58,94.01,114.18,58.59,61.01,64.99,57.31,63.85,55.92
686,Southern Region,Tamil Nadu,State Sector,State Sector,Thermal,4320,26650,2232,1960.87,2088.93,87.85,93.87,19365,18204.87,15943.58,94.01,114.18,58.59,61.01,64.99,57.31,63.85,55.92
687,Southern Region,Tamil Nadu,State Sector,BASIN BRIDGE GT (Liq.),NA,120,0,0,0,0,0,0,0,0,0.83,0,0,NA,NA,NA,NA,NA,NA
688,Southern Region,Tamil Nadu,State Sector,KOVIKALPAL CCPP,NA,107.88,200,15,0,18.47,0,0,150,47.27,123.42,31.51,38.3,NA,NA,NA,NA,NA,NA
689,Southern Region,Tamil Nadu,State Sector,KUTTALAM CCPP,NA,100,450,36,66.41,18.47,184.47,359.56,333,510.74,346.41,153.38,147.44,NA,NA,NA,NA,NA,NA
690,Southern Region,Tamil Nadu,State Sector,VALUTHUR CCPP,NA,186.2,1250,90,79.28,68.47,88.09,115.79,917,859.94,782.83,93.78,109.85,NA,NA,NA,NA,NA,NA
691,Southern Region,Tamil Nadu,State Sector,TANGEDCO,Natural Gas,514.08,1900,141,145.69,105.41,103.33,138.21,1400,1417.95,1253.49,101.28,113.12,NA,NA,NA,NA,NA,NA
692,Southern Region,Tamil Nadu,State Sector,State Sector,Natural Gas,514.08,1900,141,145.69,105.41,103.33,138.21,1400,1417.95,1253.49,101.28,113.12,NA,NA,NA,NA,NA,NA
693,Southern Region,Tamil Nadu,State Sector,ALIYAR HPS,NA,60,130,16,9.08,10.74,56.75,84.54,103,87.5,138.55,84.95,63.15,NA,NA,NA,NA,NA,NA
694,Southern Region,Tamil Nadu,State Sector,BHAWANI BARRAGE-II HPS,NA,30,68,7,2.55,34.38,36.43,7.42,60,50.88,89.85,84.8,56.63,NA,NA,NA,NA,NA,NA
695,Southern Region,Tamil Nadu,State Sector,BHAWANI BARRAGE-III HPS,NA,30,68,7,0,0,0,0,60,33.45,54.28,55.75,61.62,NA,NA,NA,NA,NA,NA
