Sl. No.,Regions,State,Sector Category,Category,Stations,Monitored Capacity (MW) - Col (1),Target April 2023 to Mach 2024 - Col (2),September` 2023 - Program - Col (3),September` 2023 - Actual - Col (4),September` 2023 - Actual Same Month 2022-23 - Col (5),September` 2023 - % of Program Col. (4/3) - Col (6),September` 2023 - % of Last Year Col. (4/5) - Col (7),April` 2023 to September` 2023 - Program - Col (8),April` 2023 to September` 2023 - Actual - Col (9),April` 2023 to September` 2023 - Actual Same Period 2022-23 - Col (10),April` 2023 to September` 2023 - % of Program Col. (9/8) - Col (11),April` 2023 to September` 2023 - % of Last Year Col. (9/10) - Col (12),Plant Load Factor (%) - September` 2023 - Program - Col (13),Plant Load Factor (%) - September` 2023 - Actual - Col (14),Plant Load Factor (%) - September` 2023 - Actual Same Month 2022-23 - Col (15),Plant Load Factor (%) - April` 2023 to September` 2023 - Program - Col (16),Plant Load Factor (%) - April` 2023 to September` 2023 - Actual - Col (17),Plant Load Factor (%) - April` 2023 to September` 2023 - Actual Same Peroid 2022-23 - Col (18)
687,Southern Region,Tamil Nadu,State Sector,BASIN BRIDGE GT (Liq.),NA,120,0,0,0,0,0,0,0,0,0.83,0,0,NA,NA,NA,NA,NA,NA
688,Southern Region,Tamil Nadu,State Sector,KOVIKALPAL CCPP,NA,107.88,200,16,0,13.29,0,0,104,47.27,81.65,45.45,57.89,NA,NA,NA,NA,NA,NA
689,Southern Region,Tamil Nadu,State Sector,KUTTALAM CCPP,NA,100,450,31,57.71,27.53,186.16,209.63,232,334.33,222.43,144.11,150.31,NA,NA,NA,NA,NA,NA
690,Southern Region,Tamil Nadu,State Sector,VALUTHUR CCPP,NA,186.2,1250,109,107.01,94.3,98.17,113.48,610,630.83,561.31,103.41,112.39,NA,NA,NA,NA,NA,NA
691,Southern Region,Tamil Nadu,State Sector,TANGEDCO,Natural Gas,514.08,1900,156,164.72,135.12,105.59,121.91,946,1012.43,866.22,107.02,116.88,NA,NA,NA,NA,NA,NA
692,Southern Region,Tamil Nadu,State Sector,State Sector,Natural Gas,514.08,1900,156,164.72,135.12,105.59,121.91,946,1012.43,866.22,107.02,116.88,NA,NA,NA,NA,NA,NA
693,Southern Region,Tamil Nadu,State Sector,ALIYAR HPS,NA,60,130,11,10.82,26.38,98.36,41.02,60,57.18,97.89,95.3,58.41,NA,NA,NA,NA,NA,NA
694,Southern Region,Tamil Nadu,State Sector,BHAWANI BARRAGE-II HPS,NA,30,68,12,0,7.76,0,0,33,36.66,44.01,111.09,83.3,NA,NA,NA,NA,NA,NA
695,Southern Region,Tamil Nadu,State Sector,BHAWANI BARRAGE-III HPS,NA,30,68,12,0,6.63,0,0,33,31.01,30.48,93.97,101.74,NA,NA,NA,NA,NA,NA
696,Southern Region,Tamil Nadu,State Sector,BHAWANI KATTAL,NA,30,36,6,25.06,6.85,417.67,365.84,17,77.5,39.72,455.88,195.12,NA,NA,NA,NA,NA,NA
697,Southern Region,Tamil Nadu,State Sector,KADAMPARI HPS,NA,400,378,40,0,3.4,0,0,168,44.47,60.13,26.47,73.96,NA,NA,NA,NA,NA,NA
698,Southern Region,Tamil Nadu,State Sector,KODAYAR-I HPS,NA,60,10,0,15.79,21.27,0,74.24,0,23.33,119.23,0,19.57,NA,NA,NA,NA,NA,NA
699,Southern Region,Tamil Nadu,State Sector,KODAYAR-II HPS,NA,40,65,8,0,10.14,0,0,25,6.91,49.1,27.64,14.07,NA,NA,NA,NA,NA,NA
700,Southern Region,Tamil Nadu,State Sector,KUNDAH-I HPS,NA,60,212,18,19.1,28.84,106.11,66.23,114,135.99,113.38,119.29,119.94,NA,NA,NA,NA,NA,NA
701,Southern Region,Tamil Nadu,State Sector,KUNDAH-II HPS,NA,175,500,42,52.25,79.55,124.4,65.68,248,352.49,354.6,142.13,99.4,NA,NA,NA,NA,NA,NA
702,Southern Region,Tamil Nadu,State Sector,KUNDAH-III HPS,NA,180,331,28,31.59,48.98,112.82,64.5,178,214.12,221.75,120.29,96.56,NA,NA,NA,NA,NA,NA
703,Southern Region,Tamil Nadu,State Sector,KUNDAH-IV HPS,NA,100,150,13,9.57,25.12,73.62,38.1,77,55.92,112.64,72.62,49.64,NA,NA,NA,NA,NA,NA
704,Southern Region,Tamil Nadu,State Sector,KUNDAH-V HPS,NA,40,40,4,6.49,11.28,162.25,57.54,21,48.66,26.79,231.71,181.63,NA,NA,NA,NA,NA,NA
705,Southern Region,Tamil Nadu,State Sector,LOWER METTUR-I HPS,NA,30,62,9,8.8,9.33,97.78,94.32,29,45.67,44.6,157.48,102.4,NA,NA,NA,NA,NA,NA
706,Southern Region,Tamil Nadu,State Sector,LOWER METTUR-II HPS,NA,30,62,9,8.58,8.78,95.33,97.72,29,44.49,41.57,153.41,107.02,NA,NA,NA,NA,NA,NA
707,Southern Region,Tamil Nadu,State Sector,LOWER METTUR-III HPS,NA,30,62,9,8.45,7.85,93.89,107.64,29,44.34,37.93,152.9,116.9,NA,NA,NA,NA,NA,NA
708,Southern Region,Tamil Nadu,State Sector,LOWER METTUR-IV HPS,NA,30,62,9,6.97,6.12,77.44,113.89,29,36.72,29.06,126.62,126.36,NA,NA,NA,NA,NA,NA
709,Southern Region,Tamil Nadu,State Sector,METTUR DAM HPS,NA,50,130,19,8.18,23.83,43.05,34.33,67,64.06,134.72,95.61,47.55,NA,NA,NA,NA,NA,NA
710,Southern Region,Tamil Nadu,State Sector,METTUR TUNNEL HPS,NA,200,301,50,11.29,127.24,22.58,8.87,149,139.2,451.69,93.42,30.82,NA,NA,NA,NA,NA,NA
711,Southern Region,Tamil Nadu,State Sector,MOYAR HPS,NA,36,79,6,9.2,12.88,153.33,71.43,46,47.31,64.07,102.85,73.84,NA,NA,NA,NA,NA,NA
712,Southern Region,Tamil Nadu,State Sector,PAPANASAM HPS,NA,32,120,12,9.83,17.92,81.92,54.85,58,26.12,65.34,45.03,39.98,NA,NA,NA,NA,NA,NA
713,Southern Region,Tamil Nadu,State Sector,PARSON`S VALLEY HPS,NA,30,40,4,5.33,4.94,133.25,107.89,21,15.13,26.19,72.05,57.77,NA,NA,NA,NA,NA,NA
714,Southern Region,Tamil Nadu,State Sector,PERIYAR HPS,NA,161,475,65,26.45,112.26,40.69,23.56,213,94.66,366.15,44.44,25.85,NA,NA,NA,NA,NA,NA
715,Southern Region,Tamil Nadu,State Sector,PYKARA HPS,NA,59.2,35,3,0.27,6.33,9,4.27,17,3.07,17.19,18.06,17.86,NA,NA,NA,NA,NA,NA
716,Southern Region,Tamil Nadu,State Sector,PYKARA ULTMATE HPS,NA,150,301,27,31.59,52.93,117,59.68,154,161.14,254.63,104.64,63.28,NA,NA,NA,NA,NA,NA
717,Southern Region,Tamil Nadu,State Sector,SARKARPATHY HPS,NA,30,117,15,15.49,14.39,103.27,107.64,44,19.25,42.7,43.75,45.08,NA,NA,NA,NA,NA,NA
718,Southern Region,Tamil Nadu,State Sector,SHOLAYAR HPS (TN),NA,70,300,50,69.41,40.55,138.82,171.17,132,119.34,177.77,90.41,67.13,NA,NA,NA,NA,NA,NA
719,Southern Region,Tamil Nadu,State Sector,SURULIYAR HPS,NA,35,86,10,0.28,0,2.8,0,23,1.91,0,8.3,0,NA,NA,NA,NA,NA,NA
720,Southern Region,Tamil Nadu,State Sector,TANGEDCO,Hydro,2178.2,4220,491,390.79,721.55,79.59,54.16,2014,1946.65,3023.33,96.66,64.39,NA,NA,NA,NA,NA,NA
721,Southern Region,Tamil Nadu,State Sector,State Sector,Hydro,2178.2,4220,491,390.79,721.55,79.59,54.16,2014,1946.65,3023.33,96.66,64.39,NA,NA,NA,NA,NA,NA
722,Southern Region,Tamil Nadu,Pvt Sector,MUTHIARA TPP,NA,1200,2000,121,637.17,133.33,526.59,477.89,1075,2652.56,1091.16,246.75,243.1,14,73.75,15.43,20.4,50.33,20.7
723,Southern Region,Tamil Nadu,Pvt Sector,CEPL,Coal,1200,2000,121,637.17,133.33,526.59,477.89,1075,2652.56,1091.16,246.75,243.1,14,73.75,15.43,20.4,50.33,20.7
724,Southern Region,Tamil Nadu,Pvt Sector,TUTICORIN (P) TPP,NA,300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
725,Southern Region,Tamil Nadu,Pvt Sector,IBPIL,Coal,300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
726,Southern Region,Tamil Nadu,Pvt Sector,ITPCL TPP,NA,1200,4000,186,675.02,268.65,362.91,251.26,2152,3197.79,1341.63,148.6,238.35,21.53,78.13,31.09,40.83,60.67,25.46
727,Southern Region,Tamil Nadu,Pvt Sector,ITPCL,Coal,1200,4000,186,675.02,268.65,362.91,251.26,2152,3197.79,1341.63,148.6,238.35,21.53,78.13,31.09,40.83,60.67,25.46
728,Southern Region,Tamil Nadu,Pvt Sector,SAMAYANALLUR DG,NA,106,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA
729,Southern Region,Tamil Nadu,Pvt Sector,MADURAI P,Diesel,106,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA
730,Southern Region,Tamil Nadu,Pvt Sector,SAMALPATTI DG,NA,105.7,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA
731,Southern Region,Tamil Nadu,Pvt Sector,SAMALPATI,Diesel,105.7,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA
732,Southern Region,Tamil Nadu,Pvt Sector,TUTICORIN TPP ST-IV,NA,525,2000,163,270.89,200.44,166.19,135.15,1002,1388.34,891.06,138.56,155.81,43.12,71.66,53.03,43.46,60.21,38.64
733,Southern Region,Tamil Nadu,Pvt Sector,SEPCPPL,Coal,525,2000,163,270.89,200.44,166.19,135.15,1002,1388.34,891.06,138.56,155.81,43.12,71.66,53.03,43.46,60.21,38.64
734,Southern Region,Tamil Nadu,Pvt Sector,NEYVELI TPS (Z),NA,250,1600,121,48.83,141.6,40.36,34.48,828,758.3,935.09,91.58,81.09,67.22,27.13,78.67,75.41,69.06,85.16
735,Southern Region,Tamil Nadu,Pvt Sector,ST-CMSECP,Coal,250,1600,121,48.83,141.6,40.36,34.48,828,758.3,935.09,91.58,81.09,67.22,27.13,78.67,75.41,69.06,85.16
736,Southern Region,Tamil Nadu,Pvt Sector,Pvt Sector,Thermal,3686.7,9600,591,1631.91,744.02,276.13,219.34,5057,7996.99,4258.94,158.14,187.77,23.62,65.22,29.74,33.13,52.4,27.91
737,Southern Region,Tamil Nadu,Pvt Sector,KARUPPUR CCPP,NA,119.8,200,16,0,12.09,0,0,102,0,52.8,0,0,NA,NA,NA,NA,NA,NA
738,Southern Region,Tamil Nadu,Pvt Sector,ABAN POWR,Natural Gas,119.8,200,16,0,12.09,0,0,102,0,52.8,0,0,NA,NA,NA,NA,NA,NA
739,Southern Region,Tamil Nadu,Pvt Sector,VALANTARVY CCPP,NA,52.8,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA
740,Southern Region,Tamil Nadu,Pvt Sector,PENNA,Natural Gas,52.8,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA
741,Southern Region,Tamil Nadu,Pvt Sector,P.NALLUR CCPP,NA,330.5,100,8,0,0,0,0,51,0,69.11,0,0,NA,NA,NA,NA,NA,NA
742,Southern Region,Tamil Nadu,Pvt Sector,PPNPGCL,Natural Gas,330.5,100,8,0,0,0,0,51,0,69.11,0,0,NA,NA,NA,NA,NA,NA
743,Southern Region,Tamil Nadu,Pvt Sector,Pvt Sector,Natural Gas,503.1,300,24,0,12.09,0,0,153,0,121.91,0,0,NA,NA,NA,NA,NA,NA
744,Southern Region,Tamil Nadu,Central Sector,NEYVELI ( EXT) TPS,NA,420,3000,164,209.29,155.22,127.62,134.83,1412,1392.96,1534.67,98.65,90.77,54.23,69.21,51.33,76.55,75.51,83.2
745,Southern Region,Tamil Nadu,Central Sector,NEYVELI NEW TPP,NA,1000,6200,555,369.71,589.36,66.61,62.73,3566,3276.33,3797.15,91.88,86.28,77.08,51.35,81.86,81.19,74.6,86.46
746,Southern Region,Tamil Nadu,Central Sector,NEYVELI TPS-II,NA,1470,9100,675,386.24,652.96,57.22,59.15,4669,2649.94,4695.59,56.76,56.43,63.78,36.49,61.69,72.32,41.04,72.73
747,Southern Region,Tamil Nadu,Central Sector,NEYVELI TPS-II EXP,NA,500,2500,226,232.36,184.68,102.81,125.82,1215,1161.42,1157.38,95.59,100.35,62.78,64.54,51.3,55.33,52.89,52.7
748,Southern Region,Tamil Nadu,Central Sector,NLC,Coal,3390,20800,1620,1197.6,1582.22,73.93,75.69,10862,8480.65,11184.79,78.08,75.82,66.37,49.07,64.82,72.95,56.96,75.12
749,Southern Region,Tamil Nadu,Central Sector,VALLUR TPP,NA,1500,9500,781,510.4,813.48,65.35,62.74,5096,4433.59,4846.22,87,91.49,72.31,47.26,75.32,77.35,67.3,73.56
750,Southern Region,Tamil Nadu,Central Sector,NTECL,Coal,1500,9500,781,510.4,813.48,65.35,62.74,5096,4433.59,4846.22,87,91.49,72.31,47.26,75.32,77.35,67.3,73.56
751,Southern Region,Tamil Nadu,Central Sector,NTPL TUTICORIN TPP,NA,1000,7000,441,529.55,401.42,120.08,131.92,3501,2611.94,2934.79,74.61,89,61.25,73.55,55.75,79.71,59.47,66.82
752,Southern Region,Tamil Nadu,Central Sector,NTPL,Coal,1000,7000,441,529.55,401.42,120.08,131.92,3501,2611.94,2934.79,74.61,89,61.25,73.55,55.75,79.71,59.47,66.82
753,Southern Region,Tamil Nadu,Central Sector,Central,Thermal,5890,37300,2842,2237.55,2797.12,78.73,79.99,19459,15526.18,18965.8,79.79,81.86,67.02,52.76,65.96,75.22,60.02,73.32
754,Southern Region,Tamil Nadu,Central Sector,KUDANKULAM,NA,2000,12071,1189,1294.14,820.78,108.84,157.67,6171,6117.23,5653.21,99.13,108.21,82.57,89.87,57,70.25,69.64,64.36
755,Southern Region,Tamil Nadu,Central Sector,MADRAS A.P.S.,NA,440,1459,115,135.86,162.9,118.14,83.4,735,616.74,841.53,83.91,73.29,36.3,42.89,51.42,38.03,31.91,43.55
756,Southern Region,Tamil Nadu,Central Sector,NPCIL,Nuclear,2440,13530,1304,1430,983.68,109.66,145.37,6906,6733.97,6494.74,97.51,103.68,74.23,81.4,55.99,64.44,62.84,60.61
757,Southern Region,Tamil Nadu,Central Sector,Central,Nuclear,2440,13530,1304,1430,983.68,109.66,145.37,6906,6733.97,6494.74,97.51,103.68,74.23,81.4,55.99,64.44,62.84,60.61
758,Southern Region,Tamil Nadu,Central Sector,Total,Thermal,13896.7,73550,5461,5624.1,5026.29,102.99,111.89,38338,35583.65,33445.03,92.82,106.39,52.36,57.08,51.01,60.26,59.2,55.64
759,Southern Region,Tamil Nadu,Central Sector,Total,Nuclear,2440,13530,1304,1430,983.68,109.66,145.37,6906,6733.97,6494.74,97.51,103.68,74.23,81.4,55.99,64.44,62.84,60.61
760,Southern Region,Tamil Nadu,Central Sector,Total,Natural Gas,1017.18,2200,180,164.72,147.21,91.51,111.89,1099,1012.43,988.13,92.12,102.46,NA,NA,NA,NA,NA,NA
761,Southern Region,Tamil Nadu,Central Sector,Total,Hydro,2178.2,4220,491,390.79,721.55,79.59,54.16,2014,1946.65,3023.33,96.66,64.39,NA,NA,NA,NA,NA,NA
762,Southern Region,Tamil Nadu,Central Sector,Total,Tamil Nadu,19532.08,93500,7436,7609.61,6878.73,102.33,110.63,48357,45276.7,43951.23,93.63,103.02,NA,NA,NA,NA,NA,NA
763,Southern Region,Telangana,State Sector,SINGARENI TPP,NA,1200,9000,724,795.14,842.73,109.83,94.35,4529,4432.81,4736.68,97.88,93.58,83.8,92.03,97.54,85.93,84.11,89.87
764,Southern Region,Telangana,State Sector,SCCL,Coal,1200,9000,724,795.14,842.73,109.83,94.35,4529,4432.81,4736.68,97.88,93.58,83.8,92.03,97.54,85.93,84.11,89.87
765,Southern Region,Telangana,State Sector,BHADRADRI TPP,NA,1080,6500,522,517.32,494.57,99.1,104.6,3330,3161.54,2698.1,94.94,117.18,67.13,66.53,63.6,70.2,66.65,56.88
766,Southern Region,Telangana,State Sector,KAKATIYA TPS,NA,1100,7700,668,647.9,675.32,96.99,95.94,4157,4052.86,3465.12,97.49,116.96,84.34,81.81,85.27,86.04,83.89,71.72
767,Southern Region,Telangana,State Sector,KOTHAGUDEM TPS (NEW),NA,1000,7400,622,565.2,612.19,90.87,92.32,3690,3545.4,3531.81,96.08,100.38,86.39,78.5,85.03,84.02,80.72,80.41
768,Southern Region,Telangana,State Sector,KOTHAGUDEM TPS (STAGE-7),NA,800,6000,482,407.16,41.9,84.47,971.74,3008,3099.29,1552.5,103.03,199.63,83.68,70.69,7.27,85.61,88.21,44.19
769,Southern Region,Telangana,State Sector,RAMAGUNDEM-B TPS,NA,62.5,420,34,4.22,28.55,12.41,14.78,201,138.71,163.96,69.01,84.6,75.56,9.38,63.44,73.22,50.53,59.73
770,Southern Region,Telangana,State Sector,YADADRI TPS,NA,0,4700,492,0,0,0,0,927,0,0,0,0,0,0,0,0,0,0
771,Southern Region,Telangana,State Sector,TSGENCO,Coal,4042.5,32720,2820,2141.8,1852.53,75.95,115.61,15313,13997.8,11411.49,91.41,122.66,79.98,73.59,63.65,81.03,78.84,64.27
772,Southern Region,Telangana,State Sector,State Sector,Thermal,5242.5,41720,3544,2936.94,2695.26,82.87,108.97,19842,18430.61,16148.17,92.89,114.13,80.86,77.81,71.41,82.15,80.05,70.13
773,Southern Region,Telangana,State Sector,LOWER JURALA HPS,NA,240,320,87,30.5,96.24,35.06,31.69,190,105.67,280.1,55.62,37.73,NA,NA,NA,NA,NA,NA
774,Southern Region,Telangana,State Sector,NAGARJUN SGR HPS,NA,815.6,1400,375,45.47,571.02,12.13,7.96,854,279.92,1239.12,32.78,22.59,NA,NA,NA,NA,NA,NA
775,Southern Region,Telangana,State Sector,NAGARJUN SGR LBC HPS,NA,60,69,15,0,14.97,0,0,24,0,38.53,0,0,NA,NA,NA,NA,NA,NA
776,Southern Region,Telangana,State Sector,POCHAMPAD HPS,NA,36,60,9,16.4,23.94,182.22,68.5,22,35.87,66.77,163.05,53.72,NA,NA,NA,NA,NA,NA
777,Southern Region,Telangana,State Sector,PRIYADARSHNI JURALA HPS,NA,234,320,90,26.98,108.73,29.98,24.81,200,97.31,302.16,48.66,32.2,NA,NA,NA,NA,NA,NA
778,Southern Region,Telangana,State Sector,PULICHINTALA HPS,NA,120,200,40,4.21,53.07,10.53,7.94,105,68.88,149.21,65.6,46.16,NA,NA,NA,NA,NA,NA
779,Southern Region,Telangana,State Sector,SRISAILAM LB HPS,NA,900,1600,450,29.77,480.29,6.62,6.2,947,173.61,1265.78,18.33,13.72,NA,NA,NA,NA,NA,NA
780,Southern Region,Telangana,State Sector,TSGENCO,Hydro,2405.6,3969,1066,153.33,1348.26,14.38,11.37,2342,761.26,3341.67,32.5,22.78,NA,NA,NA,NA,NA,NA
781,Southern Region,Telangana,State Sector,State Sector,Hydro,2405.6,3969,1066,153.33,1348.26,14.38,11.37,2342,761.26,3341.67,32.5,22.78,NA,NA,NA,NA,NA,NA
782,Southern Region,Telangana,Central Sector,RAMAGUNDEM STPS,NA,2600,20150,1704,1345.01,1239.34,78.93,108.53,10443,8447.41,8082.51,80.89,104.51,91.03,71.85,66.2,91.45,73.98,70.78
783,Southern Region,Telangana,Central Sector,TELANGANA STPP PH-1,NA,800,7000,626,0,0,0,0,3083,0,0,0,0,56.6,0,0,62.13,0,0
784,Southern Region,Telangana,Central Sector,NTPC Ltd.,Coal,3400,27150,2330,1345.01,1239.34,57.73,108.53,13526,8447.41,8082.51,62.45,104.51,82.92,54.94,66.2,84.55,70.42,70.78
785,Southern Region,Telangana,Central Sector,Central,Thermal,3400,27150,2330,1345.01,1239.34,57.73,108.53,13526,8447.41,8082.51,62.45,104.51,82.92,54.94,66.2,84.55,70.42,70.78
786,Southern Region,Telangana,Central Sector,Total,Thermal,8642.5,68870,5874,4281.95,3934.6,72.9,108.83,33368,26878.02,24230.68,80.55,110.93,81.67,68.81,69.68,83.09,76.75,70.35
787,Southern Region,Telangana,Central Sector,Total,Natural Gas,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA
788,Southern Region,Telangana,Central Sector,Total,Hydro,2405.6,3969,1066,153.33,1348.26,14.38,11.37,2342,761.26,3341.67,32.5,22.78,NA,NA,NA,NA,NA,NA
789,Southern Region,Telangana,Central Sector,Total,Telangana,11048.1,72839,6940,4435.28,5282.86,63.91,83.96,35710,27639.28,27572.35,77.4,100.24,NA,NA,NA,NA,NA,NA
790,Eastern Region,Andaman and Nicobar Islands,State Sector,Andaman and Nicobar DG,NA,57.52,69,6,6.51,6.69,108.5,97.31,36,45.93,56.31,127.58,81.57,NA,NA,NA,NA,NA,NA
791,Eastern Region,Andaman and Nicobar Islands,State Sector,Andaman and Nicobar ADM,Diesel,57.52,69,6,6.51,6.69,108.5,97.31,36,45.93,56.31,127.58,81.57,NA,NA,NA,NA,NA,NA
792,Eastern Region,Andaman and Nicobar Islands,State Sector,State Sector,Thermal,57.52,69,6,6.51,6.69,108.5,97.31,36,45.93,56.31,127.58,81.57,NA,NA,NA,NA,NA,NA
793,Eastern Region,Andaman and Nicobar Islands,Pvt Sector,Andaman and Nicobar Pvt. DG,NA,35.19,41,4,18.62,0,465.5,0,21,121.92,0,580.57,0,NA,NA,NA,NA,NA,NA
794,Eastern Region,Andaman and Nicobar Islands,Pvt Sector,Andaman and Nicobar ADM,Diesel,35.19,41,4,18.62,0,465.5,0,21,121.92,0,580.57,0,NA,NA,NA,NA,NA,NA
795,Eastern Region,Andaman and Nicobar Islands,Pvt Sector,Pvt Sector,Thermal,35.19,41,4,18.62,0,465.5,0,21,121.92,0,580.57,0,NA,NA,NA,NA,NA,NA
796,Eastern Region,Andaman and Nicobar Islands,Pvt Sector,Total,Thermal,92.71,110,10,25.13,6.69,251.3,375.64,57,167.85,56.31,294.47,298.08,NA,NA,NA,NA,NA,NA
797,Eastern Region,Andaman and Nicobar Islands,Pvt Sector,Total,Natural Gas,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA
798,Eastern Region,Andaman and Nicobar Islands,Pvt Sector,Total,Andaman and Nicobar Islands,92.71,110,10,25.13,6.69,251.3,375.64,57,167.85,56.31,294.47,298.08,NA,NA,NA,NA,NA,NA
799,Eastern Region,Bihar,Central Sector,NABINAGAR TPP,NA,1000,6700,559,617.3,582.15,110.43,106.04,3373,3345.42,3450.74,99.18,96.95,77.64,85.74,80.85,76.8,76.17,78.57
800,Eastern Region,Bihar,Central Sector,BRBCL,Coal,1000,6700,559,617.3,582.15,110.43,106.04,3373,3345.42,3450.74,99.18,96.95,77.64,85.74,80.85,76.8,76.17,78.57
801,Eastern Region,Bihar,Central Sector,MUZAFFARPUR TPS,NA,390,3000,131,262.56,254.28,200.43,103.26,1418,1519.66,1390.02,107.17,109.33,46.65,93.5,90.56,82.78,88.72,81.15
802,Eastern Region,Bihar,Central Sector,K.B.U.N.L,Coal,390,3000,131,262.56,254.28,200.43,103.26,1418,1519.66,1390.02,107.17,109.33,46.65,93.5,90.56,82.78,88.72,81.15
803,Eastern Region,Bihar,Central Sector,NABINAGAR STPP,NA,1980,14200,1005,1346.21,1169.26,133.95,115.13,6585,7869.22,6277.7,119.5,125.35,70.5,94.43,82.02,75.72,90.49,80.35
804,Eastern Region,Bihar,Central Sector,NPGCL,Coal,1980,14200,1005,1346.21,1169.26,133.95,115.13,6585,7869.22,6277.7,119.5,125.35,70.5,94.43,82.02,75.72,90.49,80.35
805,Eastern Region,Bihar,Central Sector,BARAUNI TPS,NA,710,3300,270,113.6,296,42.07,38.38,1738,1530.97,1714.18,88.09,89.31,52.82,22.22,57.9,55.74,49.1,54.97
806,Eastern Region,Bihar,Central Sector,BARH STPS,NA,2640,17860,1531,1259.75,1078.46,82.28,116.81,9697,7304.21,6891.88,75.32,105.98,80.55,66.27,75.65,83.63,71.94,79.25
807,Eastern Region,Bihar,Central Sector,KAHALGAON TPS,NA,2340,17850,1592,1361.03,1192.64,85.49,114.12,9519,8094.03,8174.88,85.03,99.01,94.49,80.78,70.79,92.62,78.76,79.54
808,Eastern Region,Bihar,Central Sector,NTPC Ltd.,Coal,5690,39010,3393,2734.38,2567.1,80.59,106.52,20954,16929.21,16780.94,80.79,100.88,82.82,66.74,70.88,83.85,71.89,75.96
809,Eastern Region,Bihar,Central Sector,BUXAR TPP,NA,0,2000,165,0,0,0,0,485,0,0,0,0,0,0,0,0,0,0
810,Eastern Region,Bihar,Central Sector,SJVNL,Coal,0,2000,165,0,0,0,0,485,0,0,0,0,0,0,0,0,0,0
811,Eastern Region,Bihar,Central Sector,Central,Thermal,9060,64910,5253,4960.45,4572.79,94.43,108.48,32815,29663.51,27899.4,90.4,106.32,78,76.04,75.61,81.25,77.35,77.47
812,Eastern Region,Bihar,Central Sector,Total,Thermal,9060,64910,5253,4960.45,4572.79,94.43,108.48,32815,29663.51,27899.4,90.4,106.32,78,76.04,75.61,81.25,77.35,77.47
813,Eastern Region,Bihar,Central Sector,Total,Natural Gas,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA
814,Eastern Region,Bihar,Central Sector,Total,Bihar,9060,64910,5253,4960.45,4572.79,94.43,108.48,32815,29663.51,27899.4,90.4,106.32,NA,NA,NA,NA,NA,NA
815,Eastern Region,Jharkhand,State Sector,TENUGHAT TPS,NA,420,2300,183,154.73,210.78,84.55,73.41,1118,1001.7,1305.1,89.6,76.75,60.52,51.17,69.7,60.61,54.3,70.75
816,Eastern Region,Jharkhand,State Sector,TVNL,Coal,420,2300,183,154.73,210.78,84.55,73.41,1118,1001.7,1305.1,89.6,76.75,60.52,51.17,69.7,60.61,54.3,70.75
817,Eastern Region,Jharkhand,State Sector,State Sector,Thermal,420,2300,183,154.73,210.78,84.55,73.41,1118,1001.7,1305.1,89.6,76.75,60.52,51.17,69.7,60.61,54.3,70.75
818,Eastern Region,Jharkhand,State Sector,SUBERNREKHA-I HPS,NA,65,55,13,2.13,33.04,16.38,6.45,34,10.63,51.81,31.26,20.52,NA,NA,NA,NA,NA,NA
819,Eastern Region,Jharkhand,State Sector,SUBERNREKHA-II HPS,NA,65,55,13,2.36,21.7,18.15,10.88,34,10.35,39.39,30.44,26.28,NA,NA,NA,NA,NA,NA
820,Eastern Region,Jharkhand,State Sector,JUUNL,Hydro,130,110,26,4.49,54.74,17.27,8.2,68,20.98,91.2,30.85,23,NA,NA,NA,NA,NA,NA
821,Eastern Region,Jharkhand,State Sector,State Sector,Hydro,130,110,26,4.49,54.74,17.27,8.2,68,20.98,91.2,30.85,23,NA,NA,NA,NA,NA,NA
822,Eastern Region,Jharkhand,Pvt Sector,MAHADEV PRASAD STPP,NA,540,3700,299,370.62,302.63,123.95,122.47,1811,1716.38,1908.88,94.78,89.92,76.9,95.32,77.84,76.36,72.37,80.49
823,Eastern Region,Jharkhand,Pvt Sector,ADHUNIK,Coal,540,3700,299,370.62,302.63,123.95,122.47,1811,1716.38,1908.88,94.78,89.92,76.9,95.32,77.84,76.36,72.37,80.49
824,Eastern Region,Jharkhand,Pvt Sector,MAITRISHI USHA TPS,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
825,Eastern Region,Jharkhand,Pvt Sector,CPL,Coal,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
826,Eastern Region,Jharkhand,Pvt Sector,MAITHON RB TPP,NA,1050,7400,622,719.35,665.19,115.65,108.14,3936,4049.29,4034.26,102.88,100.37,82.28,95.15,87.99,85.35,87.81,87.48
